,text_1,text_2,label,POS dist score,1-gram_overlap,chrf_score_norm,WMD,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F,BertScore,L2_score
248,once again reiterate,once again reaffirms,3.0,0.0,3.333333333333333,3.1428571428571432,1.4179494335018887,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.6258,3.38452035158698
249,", as are the",as well as on the,2.667,0.0,2.8571428571428568,1.8333333333333333,2.5908676601513405,2.5,2.0,2.2222222222222223,0.0,0.0,0.0,2.5,2.0,2.2222222222222223,4.2735,2.3250462499050952
250,routes used,routes of,3.667,5.0,2.5,2.710843373493976,1.9221141426174404,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.404,2.076782046492211
251,was pleased to note that,notes with satisfaction that,4.333,0.0,1.1111111111111112,1.3318112633181125,2.039162156630173,1.0,1.25,1.1111111111111112,0.0,0.0,0.0,1.0,1.25,1.1111111111111112,4.2391,2.0846416487442805
252,", arrived here",arrived in the,4.0,0.0,2.0,2.6811594202898554,1.6143225530955387,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.2107,2.397506313866903
253,- these are,"- well , this is",1.3330000000000002,0.0,0.0,1.0185185185185188,3.6929075181562014,1.6666666666666665,1.0,1.25,0.0,0.0,0.0,1.6666666666666665,1.0,1.25,4.5687,2.5707815237924847
254,is over .,'s all over .,3.0,0.0,2.0,3.5024154589371985,2.6733773294686736,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.3499,2.745770667624866
255,of supporting and,'s support of,3.667,0.0,1.6666666666666665,2.186761229314421,2.5496294269557214,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.3929,1.9991278732510795
256,ask the secretary-general,requested the secretary- general,3.0,0.0,3.75,3.6997126436781618,1.21636353935727,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.8599,1.4502223729014019
257,parties to the treaty,the states parties to the treaty,4.0,5.0,4.444444444444445,4.719387755102041,0.7210124543390626,5.0,3.333333333333333,4.0,5.0,3.0,3.7499999999999996,5.0,3.333333333333333,4.0,4.4686,3.3398814879852985
258,beginning of the first,start of the first,4.667,3.2877962459813013,3.75,2.7486910994764395,2.7477102180895527,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.9948,3.5456296689977673
259,are benefiting from,take advantage of,4.0,0.0,0.0,0.5623721881390593,3.288145770341988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5479,1.2378085801435739
260,"by its president ,",by the chairman,3.333,3.0135776823422,1.6666666666666665,0.6578947368421053,3.1678271649583016,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.3667,2.7352950609887343
261,be necessary for the,was essential for,4.0,0.0,1.4285714285714284,1.0174418604651163,2.630898459308601,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.6473,2.633123050682078
262,that situation,such a situation,3.333,5.0,2.0,3.347578347578348,1.2314370396926222,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.6664,2.3004125218407556
263,attention is paid,pay attention to the,4.667,5.0,1.4285714285714284,2.7590090090090094,2.0737203931314867,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.1672,1.4098641156113572
264,add to the,", contributing to the",3.0,0.0,3.333333333333333,2.6162790697674416,3.5506895801225515,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.5349,2.160050668797557
265,you 're pretty,you look pretty,5.0,0.0,3.333333333333333,2.6580459770114944,1.8698398945809729,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.4741,2.275410448331533
266,board of directors and the,board and the,3.0,5.0,3.75,1.9894894894894897,1.5755075346316838,3.0,5.0,3.7499999999999996,1.25,2.5,1.6666666666666665,3.0,5.0,3.7499999999999996,4.3276,2.7391473404331292
267,resources and,", natural resources and",4.0,5.0,4.0,4.565217391304348,1.6279230362764936,5.0,2.5,3.333333333333333,5.0,1.6666666666666665,2.5,5.0,2.5,3.333333333333333,4.2406,2.3447242282849716
268,and the suggestions,and propositions,4.333,3.0367137490955987,2.0,1.337448559670782,2.6081041052321976,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.5528,2.5279522824763534
269,am in favour of,expressed support for,3.0,2.8636279143143777,0.0,0.5089058524173028,4.4141349327155615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5003,1.3106153774450808
270,"no , we wo n't","no , he does n't",2.333,0.0,3.0,2.065527065527065,2.082439628251086,3.0,3.0,3.0,1.25,1.25,1.25,3.0,3.0,3.0,4.6899,3.2608572952068235
271,grown increasingly,becoming ever more,3.333,0.0,0.0,0.6989247311827957,3.577765724356934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4579,0.46845021034529477
272,sbi decided to,sbi agreed to,4.0,5.0,3.333333333333333,1.9005847953216373,2.0398529197454285,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.7839,3.055307225158545
273,are attending,participate in the,3.0,0.0,0.0,1.136363636363636,2.3294823086199035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4402,1.6681262668139043
274,which was indispensable,which was vital,3.333,0.0,3.333333333333333,2.0304568527918785,2.5183414302879257,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.8356,3.6623428674665526
275,of not less than 3,of not less than three,4.0,0.0,4.0,4.559748427672956,1.359306079772715,4.0,4.0,4.000000000000001,3.75,3.75,3.75,4.0,4.0,4.000000000000001,4.8938,3.8729629337988016
276,of russia 's,of russia,4.667,5.0,4.0,3.532608695652174,1.0925282771175395,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,4.6729,2.9951773370328247
277,would help to,is instrumental in,3.0,0.0,0.0,0.4545454545454546,4.660972017008357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4713,1.3194456451169545
278,this is not a toy,it 's not a toy,5.0,5.0,3.0,3.1468531468531467,1.4062759925923156,3.0,3.0,3.0,2.5,2.5,2.5,3.0,3.0,3.0,4.7874,3.345869920434878
279,scared to death,really scared,3.667,0.0,2.0,1.6937669376693767,2.2835634396859916,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.2262,1.465224932526381
280,have an opportunity,were given the opportunity,3.667,5.0,1.4285714285714284,3.1492248062015515,1.8091379213870724,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.54,2.2854688473719302
281,shall be defined by,are established by,3.667,0.0,1.4285714285714284,1.321138211382114,1.4844595371609928,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.4335,1.6278976821549658
282,require for,needed to be,4.0,0.0,0.0,0.3875968992248063,4.318007632557537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3488,1.5234560875850294
283,is ensuring that,is to guarantee that,4.333,0.0,2.8571428571428568,1.5587529976019183,1.9662256991388631,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,4.5667,2.7999569136059534
284,there is still,there may be,3.333,0.0,1.6666666666666665,1.6224188790560472,3.819292537449873,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.414,2.553903252690739
285,risen significantly,increased substantially,3.667,0.0,0.0,0.9861932938856016,2.0753166321819196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8671,1.9087275694537889
286,is of vital importance that,is necessary that,3.0,0.0,2.5,0.9574468085106382,2.594807327374219,2.0,3.333333333333333,2.5,0.0,0.0,0.0,2.0,3.333333333333333,2.5,4.369,2.1004172326532475
287,of participating,of engaging in,3.667,0.0,2.0,0.8771929824561403,3.0590889756893778,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.4519,2.165913500461935
288,it has become a,has now become a,4.333,0.0,3.75,3.2407407407407405,1.4855697528614962,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.8199,3.2172556560445362
289,has reviewed and considered,considered by,4.667,0.0,1.6666666666666665,1.7316017316017311,1.7607347115144845,1.25,2.5,1.6666666666666665,0.0,0.0,0.0,1.25,2.5,1.6666666666666665,4.135,1.6697418499811691
290,is primarily due to,is largely due to,4.667,0.0,3.75,2.4539877300613493,1.9544032804890343,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.9067,3.7004285649136177
291,", with special emphasis",", including , in particular",2.667,0.0,0.0,0.5582137161084529,3.3942544734885467,1.25,1.0,1.1111111111111112,0.0,0.0,0.0,1.25,1.0,1.1111111111111112,4.2253,2.1692411382225054
292,targeted,well targeted,4.333,0.0,3.333333333333333,4.583333333333333,1.5458715841530546,5.0,2.5,3.333333333333333,0.0,0.0,0.0,5.0,2.5,3.333333333333333,4.4895,1.0061825655335404
293,intensive debate,intense debate,3.333,5.0,2.5,3.3834586466165413,0.9032334441267816,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.9956,2.350573278317057
294,indicated that they,indicates that he,3.667,0.0,1.6666666666666665,2.9141104294478524,0.9639124164203112,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.8956,3.2990106479396837
295,countries members of the,countries in the,3.333,5.0,2.8571428571428568,2.2141706924315616,1.9395147580791487,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.4988,2.68650103525116
296,it was a party to,is a state party to,3.333,5.0,3.0,2.9478458049886633,1.0931099127413366,3.0,3.0,3.0,1.25,1.25,1.25,3.0,3.0,3.0,4.4398,2.713944963427307
297,"now , however ,","there is , however ,",2.333,0.0,2.0,3.6538461538461537,2.192184415045478,3.75,3.0,3.3333333333333326,3.333333333333333,2.5,2.8571428571428577,3.75,3.0,3.3333333333333326,4.724,2.430170661711293
298,very crucial,very critical,5.0,0.0,2.5,2.7777777777777777,0.8567539741695319,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.7753,3.3373940599661376
299,took place during,had taken place in,4.333,5.0,1.4285714285714284,1.883561643835616,2.104405922790016,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.7163,3.0514253465266155
300,almost 25 per cent,nearly 25 per cent,5.0,5.0,3.75,3.172043010752688,1.6837153360861368,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.9991,4.336228118213329
301,is crucial that,is vitally important for,2.667,0.0,1.4285714285714284,0.9328358208955224,2.7477449587447933,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.5482,2.689142410367396
302,council members held,the members of the council welcomed,3.333,5.0,2.5,3.3771929824561404,1.36757424799341,3.333333333333333,1.6666666666666665,2.2222222222222223,0.0,0.0,0.0,1.6666666666666665,0.8333333333333333,1.1111111111111112,4.4977,1.85556210391902
303,showed that it,demonstrated that it,4.0,0.0,3.333333333333333,3.2369146005509646,1.7573304516080894,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.9948,3.048011886783139
304,"- yeah , that 's it","- yes , he did",3.333,4.184997001307751,0.0,1.0937500000000002,3.18387350399657,1.6666666666666665,2.0,1.818181818181818,0.0,0.0,0.0,1.6666666666666665,2.0,1.818181818181818,4.5877,2.8206108821272027
305,equal treatment of men and,equality between men and,3.333,3.6880941696512606,2.2222222222222223,1.9670958512160233,1.6959482518448248,2.0,2.5,2.2222222222222223,1.25,1.6666666666666665,1.4285714285714284,2.0,2.5,2.2222222222222223,4.4788,2.1880361524789778
306,'m wondering,wonder,4.0,0.0,0.0,1.9662921348314608,2.65281399280338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0055,0.6592008432354373
307,", i wish to begin",", i should like to begin",4.667,0.0,3.333333333333333,2.9057017543859653,1.9386638973569688,4.0,3.333333333333333,3.636363636363636,2.5,2.0,2.2222222222222223,4.0,3.333333333333333,3.636363636363636,4.7898,3.258436739426168
308,has been actively engaged in,has been active in,3.0,0.0,3.333333333333333,2.7551020408163263,1.4465831408304692,3.0,3.75,3.3333333333333326,1.25,1.6666666666666665,1.4285714285714284,3.0,3.75,3.3333333333333326,4.7747,3.1069952370678795
309,participating in,are invited to participate in the,2.333,0.0,1.25,2.9605263157894735,2.2785623054794346,2.5,0.8333333333333333,1.25,0.0,0.0,0.0,2.5,0.8333333333333333,1.25,4.2464,2.143121186403092
310,is vitally important,is imperative,3.333,0.0,2.0,0.9920634920634921,2.4337212642652157,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.5323,1.8236075101376432
311,correspondents and,reporter and,2.333,2.4946632935255875,2.5,1.1185682326621924,1.8251209341890815,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.5502,1.771128307247209
312,reporting guidelines,""" guidelines",4.333,5.0,3.333333333333333,2.5449101796407185,1.841443767745532,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.9868,1.2186214158046256
313,really were,'re really,1.6669999999999998,0.0,2.5,2.4801587301587302,1.3528093296343726,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.1163,2.5492143655224653
314,are fairly,are relatively more,2.0,0.0,2.0,1.5873015873015872,2.52034161968499,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.5051,2.672602885522996
315,of basic rights,"for fundamental rights ,",4.667,5.0,1.6666666666666665,1.927860696517413,2.6632929719782252,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.6644,2.1013622141219632
316,", the panel found",", the committee found",3.667,3.350609825729033,3.333333333333333,2.404921700223713,2.4158224190937045,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.8864,3.6353469989493385
317,of contacts between new,of the relationship between the,3.667,2.2463921587369793,2.5,2.0735524256651017,1.9333246702432247,2.5,2.0,2.2222222222222223,0.0,0.0,0.0,2.5,2.0,2.2222222222222223,4.5226,2.6532876146475197
318,is crucial to,would be important to,4.0,0.0,1.4285714285714284,0.8849557522123892,3.318994969338229,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.6696,3.0002553987038754
319,significantly increased,much more significant,3.0,0.0,0.0,2.2988505747126435,1.8624636561780399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4875,1.4456334025672426
320,and the next day,"the following day ,",4.667,5.0,2.8571428571428568,1.328502415458937,3.4461262078829837,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.5829,2.685433585186399
321,what were your intentions,"why , what 's the matter",2.667,2.7591334639392806,1.1111111111111112,1.0788690476190474,2.9735653130082524,1.25,0.8333333333333333,1.0,0.0,0.0,0.0,1.25,0.8333333333333333,1.0,4.0961,2.25430857676081
322,of the opinion that,are of the view that,5.0,2.8840185281679696,3.333333333333333,2.2590361445783134,2.24817729498291,3.75,3.0,3.3333333333333326,1.6666666666666665,1.25,1.4285714285714284,3.75,3.0,3.3333333333333326,4.6176,2.672743520816153
323,their member states,their members,2.333,2.974332808597435,2.0,3.0398322851153035,1.2187862275390908,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.5656,2.6662857298213725
324,an increase of almost,an increase of nearly,3.667,5.0,3.75,3.468468468468468,1.403100579974051,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.9511,4.401629010862181
325,is a major component,are an important part,3.333,2.6075611665547265,0.0,0.9469696969696972,2.3874120635086182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6527,2.3197666318617807
326,are certainly,have actually,4.333,0.0,0.0,0.7936507936507936,2.6243335361840296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3751,1.4698198540199399
327,", the council is",", the council extended",3.0,5.0,3.333333333333333,4.078014184397164,2.3017874919352868,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.646,3.401499322570129
328,", this is a",this represents an,4.333,0.0,1.6666666666666665,1.902173913043478,3.513892261452675,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.2243,2.0659268185302313
329,", resulting from the",derived from the,3.667,0.0,3.333333333333333,2.046783625730994,2.6358435048191264,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.3863,2.1596995503930403
330,"so , what is it ?",what 's all this ?,4.333,0.0,1.25,1.541095890410959,2.227240302349394,1.6666666666666665,2.0,1.818181818181818,0.0,0.0,0.0,1.6666666666666665,2.0,1.818181818181818,4.3182,2.6275540183606423
331,levels in,level -lrb-,3.333,3.336001422228839,0.0,1.9900497512437807,3.000644292111063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142,0.8828435341216929
332,presented in,was reported in,4.333,0.0,2.0,2.2108843537414966,1.8027918636372882,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.4692,1.5693774260371116
333,council was,"security council ,",3.333,5.0,2.5,3.079710144927536,2.3753281504325874,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.3345,1.4825431195952512
334,opportunity to present,the possibility of submitting,3.333,3.0174467636962836,0.0,0.9488448844884491,3.0487816735230315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3542,1.649173077004996
335,is absolutely,is all very,2.667,0.0,2.0,1.1326860841423947,2.3562019820557065,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.3739,1.869842067505442
336,becoming members,become part,3.667,3.058265527924916,0.0,1.2179487179487178,2.487467883594521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4654,1.532396921534151
337,", it is required to",there is a need to,4.0,0.0,2.2222222222222223,1.5243902439024388,2.6170022598807776,2.0,2.0,2.0000000000000004,0.0,0.0,0.0,2.0,2.0,2.0000000000000004,4.4963,2.4515152779416955
338,reminded the public,reminds members of the public that,3.333,5.0,2.2222222222222223,3.379629629629629,1.7561696713862094,3.333333333333333,1.6666666666666665,2.2222222222222223,2.5,1.0,1.4285714285714284,3.333333333333333,1.6666666666666665,2.2222222222222223,4.4445,2.4572243191184566
339,and i am happy to,", and i am glad",3.333,0.0,3.333333333333333,2.3892773892773893,3.0773040874634283,3.0,3.0,3.0,2.5,2.5,2.5,3.0,3.0,3.0,4.4543,3.177966258304373
340,offence was committed,"criminal offence ,",1.3330000000000002,5.0,2.0,1.7857142857142856,2.4290148199017776,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.2506,1.7386722499817706
341,to include in,be contained in,3.0,0.0,1.6666666666666665,1.2461059190031154,1.6817675274222816,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5806,1.9091497885521744
342,counsel recalls that,""" the security council recalls that",3.667,0.6615045314511638,2.5,3.5964912280701755,1.34170737427929,3.333333333333333,1.6666666666666665,2.2222222222222223,2.5,1.0,1.4285714285714284,3.333333333333333,1.6666666666666665,2.2222222222222223,4.5893,1.9730445680448048
343,the results of such,results of this,3.333,5.0,2.8571428571428568,2.8467908902691508,1.2039998066898825,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.3475,2.9439928245305036
344,- is it,"- hey , it",3.333,0.0,2.5,1.5625,4.191300918380792,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,4.3249,2.350220280599045
345,reaffirms that the,reaffirming that the,3.667,0.0,3.333333333333333,3.821656050955413,1.0313574165273791,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.842,3.5264763323017156
346,n't eaten anything,n't eaten,3.667,0.0,4.285714285714286,2.2260273972602738,1.8263952836227413,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,4.6775,2.6144959217644295
347,why did n't you say something,why do you want to,3.0,0.0,1.6666666666666665,1.2139107611548554,2.3952448531396278,1.6666666666666665,2.0,1.818181818181818,0.0,0.0,0.0,1.6666666666666665,2.0,1.818181818181818,4.2396,2.538669224287045
348,first six months,first six months of this year,4.0,5.0,3.333333333333333,4.560810810810811,1.1985667040134371,5.0,2.5,3.333333333333333,5.0,2.0,2.8571428571428577,5.0,2.5,3.333333333333333,4.4503,2.56736869048684
349,in the circumstances,under the circumstances,4.667,5.0,3.333333333333333,4.400749063670412,0.8896167496816882,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.5939,2.4303506059783717
350,parliament needs to,this house must,2.667,2.1825472939022923,0.0,0.5175983436853002,3.4270606458845085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4238,0.8985555345907699
351,appreciates the efforts,appreciated the efforts,4.667,5.0,3.333333333333333,4.146341463414633,0.30871380067396964,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.6306,3.6544962637994858
352,the protection provided for in this,the protection provided under this,5.0,5.0,3.6363636363636367,3.780864197530864,0.4963777607455082,3.333333333333333,4.0,3.636363636363636,2.0,2.5,2.2222222222222223,3.333333333333333,4.0,3.636363636363636,4.7887,3.2052305554323564
353,program objectives,the program 's objectives,3.667,5.0,3.333333333333333,4.269547325102881,1.1239471861092298,5.0,2.5,3.333333333333333,0.0,0.0,0.0,5.0,2.5,3.333333333333333,4.5898,2.4311375685041097
354,"yeah , he does","of course , yeah",2.667,5.0,1.6666666666666665,1.495726495726496,2.2997202513124715,2.5,2.5,2.5,0.0,0.0,0.0,1.25,1.25,1.25,4.3599,2.1029477282733193
355,their decision,their own decisions,3.667,3.455336720572636,2.0,4.097222222222221,1.1124355120727956,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.5901,2.302065064840074
356,my fear is that,my concern is that,4.0,2.992685700396949,3.75,2.669270833333333,2.0769625115533623,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.8823,3.311295876861366
357,achieving sustainable,sustainable management,4.0,0.0,2.5,2.508960573476702,1.820605901281816,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.4042,0.6619765892665139
358,who maintain,who are in,4.0,0.0,2.0,1.254480286738351,2.3347737362089025,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.3901,2.2198986598991333
359,"- yeah , this is","- yeah , he 's",3.333,5.0,1.6666666666666665,2.631578947368421,2.258905884567481,3.0,3.0,3.0,2.5,2.5,2.5,3.0,3.0,3.0,4.7219,3.5229585706593056
360,a huge opportunity,a great opportunity,4.0,5.0,3.333333333333333,3.3119658119658117,1.0765278297673673,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.8218,3.084078418490039
361,and detailed,detailed description,2.667,0.0,2.5,3.3171521035598706,2.088205632345132,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.4688,1.2653373906458794
362,and that is exactly,and precisely,3.0,0.0,1.6666666666666665,0.9433962264150944,2.81596382521082,1.25,2.5,1.6666666666666665,0.0,0.0,0.0,1.25,2.5,1.6666666666666665,4.294,2.4849687808442327
363,results of an,the outcome of the,4.0,3.252516673969547,1.6666666666666665,0.984848484848485,3.80843355950055,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.3783,2.203991837264481
364,-roger who is this,- who 's that,3.333,0.0,1.4285714285714284,1.4444444444444442,3.1269705969580777,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,4.2878,2.5302498998325906
365,continued for,continues with,3.667,0.0,0.0,2.672955974842768,2.2578491308895248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.554,2.5124232018540553
366,of aboriginal languages,of indigenous languages,4.0,5.0,3.333333333333333,2.357723577235772,1.4656492205829268,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.9082,3.1907607811830108
367,sufficient enough,insufficient,1.6669999999999998,0.0,0.0,2.738095238095238,1.7119431360919737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3591,1.3106651792526791
368,is the establishment of,is to set up,3.667,0.0,1.25,0.7302405498281785,2.7006538526472967,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,4.1501,1.7865490141246698
369,in the development and implementation of,in the elaboration and implementation of,2.333,4.135180574282696,4.166666666666667,3.333333333333333,1.1430504361792686,4.166666666666667,4.166666666666667,4.166666666666667,3.0,3.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667,4.8347,3.3238316809156214
370,'s very important that,was essential for,4.333,0.0,0.0,0.6140350877192982,3.1803512772941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1457,2.015757605143205
371,"no , that 's not true",it is not true,4.333,0.0,2.2222222222222223,2.247191011235955,2.148835078434045,1.6666666666666665,2.5,2.0,1.0,1.6666666666666665,1.25,1.6666666666666665,2.5,2.0,4.5027,2.8394369050563304
372,center was,centre was,4.0,3.5715487336129295,2.5,2.4444444444444446,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.9665,3.2646997082553737
373,may remain,continued to be,3.667,0.0,0.0,0.5208333333333334,4.524974784772347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3372,1.6535146043957392
374,customs clearance,customs,2.667,5.0,3.333333333333333,1.666666666666667,2.8826203754702004,2.5,5.0,3.333333333333333,0.0,0.0,0.0,2.5,5.0,3.333333333333333,4.3379,1.5931043853404527
