,text_1,text_2,label,L2_score
526,present proposals,forward proposals,3.333,21.489315032958984
527,"prescribed time ,","prescribed time limit ,",4.333,17.011886596679688
528,is crucial,is a key component,4.333,16.525606155395508
529,goals and objectives,and objectives,4.333,12.603835105895996
530,have already taken steps,has taken steps,4.333,10.663884162902832
531,its cooperation with,its partnerships with,4.0,14.452219009399414
532,of the military and,of the army and,4.333,8.040215492248535
533,"mental illnesses ,","mentally ill ,",4.333,22.82855796813965
534,express our appreciation to the secretary-general,thanking the secretary-general,2.667,18.79657554626465
535,a person under the age,persons below the age,3.667,17.802349090576172
536,continues to experience,has continued to,4.0,14.148486137390137
537,of these negotiations,of the negotiation process,4.0,14.389321327209473
538,", did n't we ?",", did n't l ?",4.0,12.347159385681152
539,"concerned , the committee",", in the committee",3.333,16.694482803344727
540,of the limits,of the limitations,4.0,9.883688926696777
541,shall be retained,is maintained,2.333,20.034530639648438
542,regions across the,regions at,3.333,17.269723892211914
543,everything 's all right,all is well,4.333,19.944868087768555
544,but that is,"- well , this is",3.0,14.729405403137207
545,beginning of this century,turn of the century,2.667,19.860280990600586
546,what happens,what the hell just happened,2.667,20.629619598388672
547,", it is essential",it is important to,4.333,11.974632263183594
548,established in december,created in december,4.0,11.05127239227295
549,"clearly , it",it was clear that,4.0,14.979119300842285
550,reporting obligations,"obligations """,4.0,23.908096313476562
551,maybe this,are perhaps,3.333,21.851987838745117
552,were under,is still under,3.333,17.224468231201172
553,plans is,plan -lrb-,4.667,23.956716537475586
554,order to move,for moving,4.333,19.404577255249023
555,a better understanding of the,improved understanding of the,4.333,12.29983139038086
556,aim is to,'s objective is to,4.333,13.4312105178833
557,"of children , in particular","of children , particularly",4.333,8.372186660766602
558,are currently under way,is in progress,2.667,18.5924072265625
559,have voted in favour,has voted,3.333,16.25052833557129
560,consider that to be,think that is,3.333,15.18518352508545
561,following two reports,following reports,3.667,12.975876808166504
562,protection of the child,welfare of children,3.667,19.776592254638672
563,remind the house,to be reminded,3.333,21.012897491455078
564,already adopted,had been adopted,3.333,17.54620933532715
565,"bodies of the united nations ,","organs of the united nations ,",4.333,11.586053848266602
566,is the question,is all about,3.333,18.20982551574707
567,networks on,"new networks ,",3.333,18.333616256713867
568,enhance international,strengthen international,3.667,16.60068702697754
569,and further promote,and the promotion and,4.667,16.85842514038086
570,objectives for,the specific objectives of,2.667,18.566617965698242
571,"cases , such","cases , these",3.667,10.202159881591797
572,requests the commission,call upon the commission,3.333,18.96586799621582
573,the programme be,the program is,4.667,10.751501083374023
574,order to guarantee,of ensuring that,3.667,21.499502182006836
575,", as indicated in",as referred to in,3.667,16.014568328857422
576,is only one,is all a,2.667,17.791297912597656
577,", the authorities should",", the administration should",3.333,12.468768119812012
578,recommendation that,further recommends that,3.667,19.672809600830078
579,- ladies,"well , ladies",3.667,18.637109756469727
580,language used,"language , or",2.667,19.59511947631836
581,well known,may know,3.333,27.141517639160156
582,knew you 'd come back .,knew you 'd come .,3.0,9.296584129333496
583,the committee agrees with,the commission agrees with,5.0,8.902525901794434
584,are essential,was important,3.667,19.189327239990234
585,"of the citizens of europe ,","of europeans ,",4.333,13.039251327514648
586,is my sister,'s my sister,4.667,10.550135612487793
587,are effectively,be clearly,2.333,21.35441780090332
588,you 're trying to,you would like to,4.0,15.651740074157715
589,economic conditions,economic,3.667,21.52161407470703
590,client services .,service to clients .,4.667,17.481304168701172
591,is significant,would be important,2.667,15.921307563781738
592,believe to be,think is,4.333,19.722097396850586
593,am asking you,'m just asking you,4.0,11.114592552185059
594,'s difficult for,is hard for,3.667,16.14601707458496
595,know each other,know them,3.667,17.002803802490234
596,and consequently,and therefore is,3.333,13.155477523803711
597,reiterating that,reiterated its view that,4.333,18.414220809936523
598,"of employment ,","of employment opportunities ,",3.667,13.7360258102417
599,"thank you , doctor","thank you , gentlemen",3.333,10.524555206298828
600,", where appropriate","when required ,",3.333,17.352453231811523
601,had yet to be,have still not been,4.0,15.236088752746582
602,of links between,of relationships between,4.0,14.822529792785645
603,centres of,regional centres for,4.333,20.592594146728516
604,those persons and,the individuals and,3.333,14.311749458312988
605,i am here,- i 'm in here,4.333,12.41447639465332
606,should be established,should be developed,3.667,9.420015335083008
607,in all aspects of,in every aspect of,4.333,10.991181373596191
608,reaffirmed by,been confirmed by,3.667,20.18460464477539
609,reaffirms the need,reiterates the need,4.667,9.370306968688965
610,as well as the,as was the,2.667,17.2227725982666
611,is n't possible,could n't be,3.667,16.0368709564209
612,defence of the rights of,protecting the rights of,4.0,14.551356315612793
613,the following,the following projects,2.333,13.090217590332031
614,iceland 's,iceland,4.0,16.740421295166016
615,purposes of prostitution,context of prostitution,4.667,18.09273338317871
616,must be of,must be given to,1.6669999999999998,15.554679870605469
617,is easy for,'s very easy for,4.667,13.81716537475586
618,completed,has now been completed,4.667,26.720355987548828
619,you in here ?,- are you there ?,3.333,16.121713638305664
620,orally and,orally amended,2.667,20.884735107421875
621,", including , for example ,",", for example to",2.667,10.486408233642578
622,and the objective,and the aim,3.667,9.839469909667969
623,", and intergovernmental","and intergovernmental organizations ,",4.0,16.53264045715332
624,is the administration,is the government,2.333,9.24881362915039
625,a couple of months ago,just a few months ago,4.667,11.196531295776367
626,the egyptian government,the government of egypt,3.667,12.574102401733398
627,applies only to,be limited to,4.0,21.757200241088867
628,has knowledge,is also known,2.667,22.093923568725586
629,observes that,has pointed out that,1.0,17.263317108154297
630,exists no,there being no,4.333,21.284650802612305
631,presented to the,to submit a,3.667,21.560726165771484
632,the tribunal shall,the tribunal is required,2.0,15.287702560424805
633,most indebted,most heavily indebted,3.667,14.281473159790039
634,and young people,and young persons,4.0,8.305558204650879
635,and by strengthening,and further strengthening,4.667,15.252631187438965
636,were not sufficient to,do not suffice to,4.333,18.500469207763672
637,factor is,success factor,3.0,25.505290985107422
638,respondents noted,respondents indicated,2.333,12.354537010192871
639,- this was,then it was,3.667,16.37114715576172
640,at the following session .,at the next session .,4.0,11.193214416503906
641,commission endorsed the,committee endorsed the,3.333,11.012073516845703
642,first nations people,"first nations ,",2.333,10.36005687713623
643,"programs and services ,",program / service,5.0,21.03977394104004
644,eu 2020 strategy,europe 2020 strategy is,4.0,17.46689224243164
645,the secretariat of the committee,the secretariat of the commission,3.0,6.184566020965576
646,integrate itself,to become integrated,4.0,23.512502670288086
647,is contrary to,be inconsistent with,4.333,19.4707088470459
648,who are they,- who the hell is that,3.333,17.718822479248047
649,languages other,language -rrb-,3.0,24.66663360595703
650,particular attention is paid,particular attention to,3.333,17.42267417907715
651,are talking about,speak of,4.333,22.333707809448242
652,is capable of being,is able to,4.0,16.470998764038086
653,committee at the,commission at its,3.667,13.505377769470215
654,to be prepared by the,drawn up by the,3.0,16.95087242126465
655,objectives in terms,objectives are,4.0,17.101978302001953
656,of the general conference,the general assembly was,3.333,18.303617477416992
657,the advantages of,the benefit of,4.333,16.719406127929688
658,dated 30 november 2000,on 30 november 2000,4.667,16.131444931030273
659,should like to emphasise,wish to emphasise,5.0,15.640125274658203
660,the adverse effects of,the negative impacts of,2.667,12.7147798538208
661,was eventually,had subsequently,3.333,20.300264358520508
662,its concern about the,preoccupation over the,3.333,17.181079864501953
663,purpose of this project is,aim of this project is,4.333,11.737378120422363
664,is often difficult,can be hard,1.6669999999999998,18.30559730529785
665,new government has,"government has ,",3.333,17.840675354003906
666,rates as,rate used,3.667,20.484798431396484
667,'s list of issues,its list of issues,5.0,9.790828704833984
668,"oh , really .","oh , is that so ?",4.333,15.164693832397461
669,and assessments,evaluations were,2.333,20.079317092895508
670,cautioned that,was indicated that,2.333,21.685651779174805
671,assessment should be,evaluation was,3.333,16.700490951538086
672,"or indirectly , to",or indirectly involved,4.0,13.483609199523926
673,also remains,is still in,3.333,18.714834213256836
674,account of the recommendations,in mind the recommendations,3.667,17.67353630065918
675,process to be followed,procedures to be used,3.667,14.547538757324219
676,japan has,the government of japan has,3.0,14.4348726272583
677,- i see,i 've been seeing,3.0,16.477075576782227
678,like russia,such as russia,4.667,16.453628540039062
679,provided for in section,provided in article,3.0,15.671982765197754
680,and will allow,and will enable,4.667,7.344578266143799
681,results from the,the effects of the,4.667,20.394763946533203
682,was here,'s been here,3.0,14.638110160827637
683,refusing to,are unwilling to,3.333,19.949552536010742
684,- that 's my,is this my,3.0,14.214770317077637
685,areas of competence,terms of reference,2.333,24.236249923706055
686,it 's my job .,this is my job .,2.667,9.017536163330078
687,may be able to,may be allowed,3.333,13.827632904052734
688,", is necessary",there must,4.333,25.128435134887695
689,'s interested in,is interested in,4.333,10.975263595581055
690,- i 'm telling you,i say to you,3.0,14.192193984985352
691,is n't your,'re not in your,2.333,17.828643798828125
692,socio-economic rights,economic and social rights,4.333,19.162939071655273
693,by reason of its,by virtue of its,4.667,13.661255836486816
694,runs contrary to,was contrary to,4.667,14.272785186767578
695,particular concerns,specific concerns,3.333,15.67747688293457
696,receive benefits,benefits are,3.0,20.40312957763672
697,"hey , you okay",you feeling all right,4.667,22.13800048828125
698,- this is great,"great , thank you",4.333,20.178058624267578
699,", in the implementation of the",in implementing its,3.667,15.869805335998535
700,is hereby replaced by the following,is replaced by the following,4.0,11.938361167907715
701,opportunity is,opportunity today,2.667,15.358692169189453
702,emphasized the need,emphasized the importance,4.667,13.795872688293457
703,expanded by,an increase by,4.333,20.61367416381836
704,are necessary,needs to be done,2.333,21.681440353393555
705,participate actively in the,be actively involved in the,3.333,14.234070777893066
706,issue of trafficking,trafficking in persons,3.0,22.626943588256836
707,are derived from the,arise from the,4.333,15.840346336364746
708,sincerely hopes,to be hoped,3.333,25.09939193725586
709,", and in particular those",", particularly regarding",3.0,14.713761329650879
710,permanent members and,permanent category and the,3.667,19.759382247924805
711,translates into,are translated into,4.667,16.31633949279785
712,completely destroyed,was destroyed,4.667,19.97041893005371
713,changed by,is to amend,3.0,22.80521583557129
714,basic infrastructure,infrastructure,4.667,23.25636100769043
715,are communicated,- communications,4.0,23.36457061767578
716,is in here,'re over here,3.667,17.111923217773438
717,it is quite clear,it is also clear,3.667,10.196806907653809
718,who was that,- who 's that,2.333,11.674769401550293
719,may be considered,may be regarded,4.0,10.407303810119629
720,", especially in the countries",", particularly in countries",3.333,7.75784969329834
721,provided for under paragraph,called for in paragraph,3.667,17.223102569580078
722,"is essential that ,",is critical that,3.333,11.412556648254395
723,of the board of directors,of the board of the,3.333,9.763724327087402
724,documents issued,documents on,2.667,18.017871856689453
725,also contributed to,has helped to,4.333,19.573644638061523
726,- i do n't,ls n't,2.667,19.817562103271484
727,objects of the,of the purposes of the,2.667,20.510963439941406
728,ethnic communities,ethnic groups,4.0,13.356674194335938
729,and considers the,are considered to be the,4.333,18.37147331237793
730,you need,necessary,4.333,29.285367965698242
731,you are such an idiot,you fool,3.667,21.080034255981445
732,which was applicable,that can be applied,2.667,17.82973861694336
733,the trans-european networks,the trans-european transport network,4.333,11.86411190032959
734,of enhancing the,in fostering the,2.667,19.241411209106445
735,had died,just died,3.333,18.57211685180664
736,concerned with,very concerned about,2.333,16.813064575195312
737,equal conditions,equals,4.667,29.582677841186523
738,main aim of the,main objectives of the,4.333,11.355756759643555
739,emphasizes the importance of the,underlines the need for,4.333,17.17205810546875
740,seriously wounded,were wounded,3.333,21.96917152404785
741,members of the council,the legislative council,4.0,19.82033348083496
742,the creation of mechanisms,the establishment of mechanisms,4.667,9.390975952148438
743,by the way in which,by the manner in which,4.333,10.118334770202637
744,", i think that 's",i believe this is,4.0,11.775863647460938
745,and current,and was currently,4.0,17.515722274780273
746,the obligations of,the commitments contained in,4.0,17.83519744873047
747,main trading partner,major trading partners,4.0,16.601078033447266
748,are considered to be,shall be regarded as,4.333,17.837297439575195
749,such measures,the relevant measures,3.667,20.250980377197266
750,would be required,may be necessary to,1.3330000000000002,16.5211124420166
751,commission for human rights and,commission and,3.333,19.27442169189453
752,departments and,"other government departments , and",4.0,15.259285926818848
753,committee took,commission to,3.333,22.256118774414062
754,used to identify,used to indicate,4.0,10.835512161254883
755,""" i am","yes , i am",4.0,14.657275199890137
756,remain very,was still very,2.667,18.776010513305664
757,"quite clearly ,",it is clearly,3.333,19.78082275390625
758,delegation is convinced that,delegation firmly believes that,3.0,12.850618362426758
759,i do n't have time,i have n't got time,4.0,11.059891700744629
760,authority is,authorities to,3.667,26.09025001525879
761,", referring to",refers to the,4.0,15.353179931640625
762,the task force and,the working group and,4.0,16.679391860961914
763,shall refuse to,are unwilling to,3.333,19.784502029418945
764,had indicated that,shown that,4.0,19.577367782592773
765,"of small and medium-sized enterprises ,",small and medium sized enterprises,4.333,16.01845932006836
766,is there anybody there,is anyone in there,5.0,13.456151962280273
767,are quickly,are rapidly,3.333,9.517911911010742
768,pointed out that,important to point out that,3.667,15.209381103515625
769,it noted that the,working group noted that the,4.333,14.290583610534668
770,and organizations,"-rrb- , the organization",2.0,19.514015197753906
771,-it 's just,this is just,3.667,16.7835636138916
772,- where 'd,where the hell did,2.667,18.782817840576172
773,particulars of the,"for further details ,",2.333,22.39065170288086
774,quality of her,high quality of its,3.333,14.745396614074707
775,not already,have not yet been,2.667,21.50040054321289
776,"resources , both human and",of human resources and,4.333,16.906330108642578
777,becomes possible,is still possible,4.0,17.63338851928711
778,being seriously,seriously considering,4.0,24.49427604675293
779,it was necessary to,there must be an,4.0,19.473093032836914
780,selling of,purchase and sale of,4.0,22.360549926757812
781,few weeks and,week and,3.333,20.145023345947266
782,"both categories ,","categories ,",3.667,15.590998649597168
783,", the commission was",", the board did",1.6669999999999998,13.794758796691895
784,normal conditions of,its normal,4.0,24.25507354736328
785,'re on the right track,are on the right path,3.667,10.005712509155273
786,intensify our efforts to,strengthen efforts to,4.667,13.459222793579102
787,products exported,", exports",3.333,21.590131759643555
788,"knew that ,",is recognised that,3.333,18.503009796142578
789,it is necessary to,it was vital to,3.0,12.608684539794922
790,natural disasters,disaster reduction,2.667,26.316951751708984
791,this is awesome !,that 's great !,3.333,11.551868438720703
792,is an attempt,is now trying,4.333,17.991783142089844
793,be perceived as,interpreted as,4.0,18.9604549407959
794,our shared commitment,our common commitment,4.0,14.089580535888672
795,regarding the application of the,on the implementation of the,3.333,12.646064758300781
796,approximately one million,around one million,4.333,11.681121826171875
797,accessible to everyone,accessible,4.667,22.67717742919922
798,is moving forward,going ahead,3.667,23.161476135253906
799,"about 20,000","around 20,000",3.667,11.505964279174805
800,and publication,and was published,3.667,19.096406936645508
801,adopted the draft decision,approved the draft decision,3.333,12.023031234741211
802,is part and parcel of,is one of,3.667,20.994422912597656
803,been relatively,is very,1.6669999999999998,21.149660110473633
804,right and obligation to,right and the duty to,3.667,13.243576049804688
805,"- gentlemen , gentlemen",my lords and gentlemen,3.333,20.02048683166504
806,", i just got",i only got,3.333,11.862736701965332
807,coming back,coming home,3.0,16.02602195739746
808,", the board had",", the commission has",2.667,12.181775093078613
809,'s fine,is fine,4.667,17.171857833862305
810,its consideration of this,review of this,2.667,17.109880447387695
811,"medical doctors ,","for doctors ,",4.0,16.87214469909668
812,", not only at",", not just at",3.667,8.391142845153809
813,this is something that,this really,2.667,18.592226028442383
814,see table,tables,4.0,30.447532653808594
815,been informed,received information,3.333,23.140474319458008
816,an area of solidarity,solidarity,2.0,28.033782958984375
817,is permitted to,may be able to,3.667,17.859357833862305
818,contributing to the,by facilitating the,3.667,19.399776458740234
819,'s recommendations contained in,recommendations included in,4.333,14.080485343933105
820,of the labour,of the population is,1.6669999999999998,16.847631454467773
821,the assembly also wishes to,the assembly too wishes to,4.333,10.120997428894043
822,co-sponsors on the draft resolution,the sponsors of the draft resolution,3.333,13.110943794250488
823,"'s all right ,",", are you all right",3.0,17.13082504272461
824,be forwarded to the,be transmitted to the,2.667,12.435713768005371
825,was indicated that,points out that,3.667,20.33279037475586
826,", especially in the area",", in particular in the areas",4.0,9.535572052001953
827,united nations membership,member states of the united nations,3.333,19.421775817871094
828,never was,i 've never been,3.333,19.541547775268555
829,it was nevertheless,it nonetheless,4.333,18.081684112548828
830,"recalled that ,",was indicated that,2.333,19.65723419189453
831,the specificities of,the characteristics of,4.333,13.494660377502441
832,""" current",currently working,2.333,26.794218063354492
833,'m coming back,comes back,3.333,16.898963928222656
834,recommendation .,policy recommendations .,3.0,17.28308868408203
835,allows you to,it enables you to,3.333,10.91901969909668
836,was in favour of,is also supporting,4.667,19.012033462524414
837,centres for,regional centres for,2.333,15.992863655090332
838,but it was,"; however , it is",3.333,11.688072204589844
839,enhance productivity,improve productivity,3.333,13.751684188842773
840,the international criminal tribunal,the appeals tribunal,2.0,18.21255111694336
841,and stressing the,and underscored the,2.667,13.097970962524414
842,shall adopt its own rules of,shall adopt its rules of,4.333,7.394385814666748
843,' exports,domestic export,2.667,26.87845802307129
844,both the united states,from the united states,4.0,12.771552085876465
845,are set out in annex,listed in annex,3.333,17.96326446533203
846,were essential for,is key to,3.667,16.148473739624023
847,", thereby contributing",", thus providing",4.333,14.592217445373535
848,- who 's,who are they,3.0,15.933027267456055
849,so proud of you,really proud of you,4.333,10.321687698364258
850,are essential to,be necessary for,3.0,16.61022186279297
851,result of the,outcomes of all the,1.3330000000000002,19.74097442626953
852,'m asking you to,ask you to,3.333,11.891263008117676
853,to continue its endeavours,to continue his efforts,4.667,10.51492977142334
854,i hope you 're kidding,you 're kidding,3.333,14.123230934143066
855,replaced by :,replaced as follows :,4.333,13.541741371154785
856,which is applicable to,that applied to,4.333,15.8526029586792
857,2 . demands,. demands,4.0,15.53687572479248
858,i think that 's,i think that is,4.667,5.474052429199219
859,why exactly,why,3.667,18.567981719970703
860,member states of the eu,members of the european union,4.333,17.024112701416016
861,what 's happened,what happens,4.333,15.120747566223145
862,of ministers of,state minister for,2.667,23.17793083190918
863,is recommending,further recommends,4.0,19.560302734375
864,shall be authorized to,shall be permitted to,4.333,9.926196098327637
865,were required to,are available to,2.667,17.455520629882812
866,objectives and targets,objectives with,3.0,15.088046073913574
867,are not consistent with,was incompatible with,3.333,16.367433547973633
868,to strengthen its efforts to,intensify efforts to,3.333,15.343771934509277
869,all aspects of the,all areas of the,4.333,12.030936241149902
870,play an important role in,play a major role in,3.667,9.030157089233398
871,were involved,to become involved,3.667,18.170793533325195
872,the rights and liberties of,the rights and freedoms of,4.333,10.11358642578125
873,been withdrawn and,been removed and,3.667,12.096002578735352
874,is now complete,is complete,5.0,11.444272994995117
875,- are you sure ?,"well , yes .",1.6669999999999998,20.934843063354492
876,"of these issues ,","in these matters ,",4.0,14.814888954162598
877,it necessary,it needs to be,3.667,18.66982078552246
878,references in,referred to in,4.0,20.8184814453125
879,while countering terrorism,when combating terrorism,4.333,13.817158699035645
880,any agreement,the peace agreements,3.333,21.178937911987305
881,is for that reason that,is exactly why,3.333,18.10926628112793
882,", and considered",", and considers that",3.333,11.037768363952637
883,be derived from,be drawn from,4.333,17.47212028503418
884,outcomes of these,results from these,4.667,16.933570861816406
885,available online,", which is available",3.333,23.732980728149414
886,'s views .,views .,4.333,12.017258644104004
887,been solved,can be resolved,5.0,18.74174690246582
888,the european union has,the eu has,4.0,18.309951782226562
889,of the activities of,on the operations of,2.333,16.344005584716797
890,also reiterate,also reaffirmed that,5.0,16.44906234741211
891,is recognised,also recognized,4.667,16.64974021911621
892,of course we are,of course i 'm right,3.667,14.50059700012207
893,members of the committee for,member of the board,3.333,14.15416431427002
894,month ago,months in the,4.333,25.239728927612305
895,please keep,shall be kept,3.0,23.51836585998535
896,recommendations :,recommendations for action,2.667,17.470361709594727
897,policy recommendations,specific recommendations,3.0,21.28148651123047
898,specific situations,special situation,4.0,25.153579711914062
899,was the issue,is the matter,4.667,12.441076278686523
900,chairman of the working group,chair of the working group,2.667,8.339534759521484
901,here it goes .,there you go .,4.0,15.139544486999512
902,safeguard security,guarantee the security,2.333,19.34266471862793
903,was often,are most often,4.0,17.423234939575195
904,million of,millions and millions,4.0,25.912931442260742
905,", particularly article",", in particular its article",4.333,15.646286964416504
906,", i welcome the",", i am grateful for the",3.333,13.512030601501465
907,and the aims,and the goals of the,3.667,13.566507339477539
908,political initiatives,policy initiatives,3.333,19.053342819213867
909,is because,is the reason why,3.0,18.825286865234375
910,i really hope that,i am hopeful that,4.0,14.937705039978027
911,direction towards,moving towards,3.0,24.628063201904297
912,very concerned,further concerned,4.0,22.27490234375
913,and so i,and that is why i,2.333,13.965392112731934
914,particularly with respect to the,including those relating to the,3.667,14.937239646911621
915,or workshops,training workshops,4.0,23.35423469543457
916,as a result of,immediately following the adjournment of,2.333,22.033926010131836
917,is available to,are offered to,2.667,14.863241195678711
918,field of,is a matter of,2.667,27.953401565551758
919,", and modernization",and modernization construction,4.333,15.946272850036621
920,is incompatible with,be contrary to,3.333,20.173795700073242
921,you doing okay,you 're gonna be ok,3.667,18.95589828491211
922,"aboriginal communities , and",aboriginal and,3.333,17.549367904663086
923,is a simple one,'s simple,4.333,18.814586639404297
924,of antimicrobial drugs,of antimicrobials,3.667,12.917840003967285
925,produced per,produced by,3.0,17.58524513244629
926,reported that,be pointed out that,2.667,20.72902488708496
927,assistance provided by the,help from the,3.667,16.275516510009766
928,"yes , they are .","yeah , that 's right .",4.333,15.554208755493164
929,members of this council,"legislative council ,",3.0,23.16438865661621
930,should help to,should contribute to,4.667,16.415807723999023
931,"like france ,","including france ,",3.0,13.34389877319336
932,whether we need to,whether it is necessary to,5.0,13.74443244934082
933,ca n't believe this is happening,ca n't believe this,3.667,10.856382369995117
934,of equal opportunity,of equality of opportunity,4.0,17.724485397338867
935,he 's gone,he is gone,3.667,9.837502479553223
936,advisory committee 's comments,observations of the advisory committee,4.0,18.83588218688965
937,discussed at,discussion within,4.333,23.77678871154785
938,both children,"children """,3.333,23.405141830444336
939,is the situation,'s the situation,4.333,11.311606407165527
940,of this paper is,of this article shall be,2.667,14.769064903259277
941,are indicated below,included the following,3.667,21.278566360473633
942,", then click ok",", and click ok",4.667,10.29095458984375
943,a press conference held in,a news conference in,2.333,12.990017890930176
944,coming months,the next few months,3.333,23.563762664794922
945,", reported that",", the report said",4.333,16.594135284423828
946,a set of indicators,a series of indicators,4.667,10.554566383361816
947,consideration of this item at its,consideration of this matter at its,2.333,11.879861831665039
948,increase their efforts to,step up their efforts to,4.667,13.489377975463867
949,matters related to,matters relevant to the,4.333,14.02193832397461
950,'ve heard a lot,heard a lot,3.667,12.439931869506836
951,contribute significantly,made a significant contribution,4.667,24.848100662231445
952,was decided to,decides whether to,2.667,17.76911735534668
953,the importing of,the import of,4.333,11.219282150268555
954,- this is,"- hey , it 's",3.667,15.417457580566406
955,achieve the objectives,achieving the goals,5.0,12.147451400756836
956,this factor,these considerations,2.667,22.243549346923828
957,i really am,"yes , i do",1.6669999999999998,18.536470413208008
958,continued to consider,continued its consideration of,3.333,17.692380905151367
959,did n't i,"do n't you think ,",3.0,18.014455795288086
960,"had shown that ,",indicated that,3.667,17.077503204345703
961,international instruments,international human rights instruments,3.667,18.28112030029297
962,are in the,are subject to the,2.667,17.639734268188477
963,process of selecting,the select,3.667,23.52486228942871
964,'s interesting to see,is interesting to see,4.333,8.917919158935547
965,shall be in,are currently in,2.0,19.53706932067871
966,been contributing,significantly contributed,3.0,21.92119789123535
967,at the national and international levels,", nationally and internationally",4.0,22.97986602783203
968,have yet been,have ever been,1.6669999999999998,14.898093223571777
969,i got a gift for you,i got a present for you,5.0,8.3455810546875
970,"no , i am","oh , well , i",3.333,18.94691276550293
971,shortfalls in,there is a shortage,2.0,21.328777313232422
972,revenue generation,revenue,4.333,21.54439353942871
973,i wish i knew,i want to know,3.667,15.597001075744629
974,national non-governmental organizations,the non-governmental organizations,3.667,15.532889366149902
975,the poorest of the poor,the very poor,4.0,17.905832290649414
976,only half,half,4.0,21.264101028442383
977,confirms that a,confirmed that a,4.333,8.99500846862793
978,at all levels of,at all stages of the,4.333,13.51752758026123
979,led by iyad,headed by iyad,2.333,12.440319061279297
980,- we 've got,i think we 've,3.667,16.673236846923828
981,recommendations issued by the,recommendations contained in the,3.667,14.358172416687012
982,million u.s. dollars of,"million us dollars ,",5.0,15.729656219482422
983,considers that the,is of the opinion that the,3.0,15.312302589416504
984,listed in paragraph,in accordance with paragraph,2.667,20.394079208374023
985,that 's exactly what i,this is what i,3.333,11.328227996826172
986,", including both",", which included the",2.667,13.734936714172363
987,be ensured that,assured that,3.0,18.244050979614258
988,that solution,such a solution,5.0,16.519439697265625
989,explanations of vote,explanation,3.0,23.633066177368164
990,is also important,is also imperative,2.667,10.78100872039795
991,is certain that,expressed his belief that,3.333,20.806495666503906
992,on the proposed,relating to the proposed programme,3.667,17.782243728637695
993,unless specified otherwise,unless specifically stated otherwise,4.667,12.695490837097168
994,its efforts to combat,the area of combating,3.667,19.921205520629883
995,considered by the,give consideration to the,4.333,19.190704345703125
996,an enlarged security,an expanded security,4.0,11.23558235168457
997,are detailed,"for detailed information ,",4.333,22.696977615356445
