,text_1,text_2,label,chrf_score,chrf_score_norm
387,to avoid,thus avoiding,4.333,0.6111111111111112,3.055555555555556
388,i work,i really am,3.0,0.16666666666666669,0.8333333333333335
389,has not yet been,have not already been,5.0,0.4166666666666667,2.0833333333333335
390,examination of the question of the,consideration of the issue of the,3.333,0.5307855626326964,2.653927813163482
391,- what 's that mean,what 's that supposed to mean,4.667,0.7428571428571428,3.714285714285714
392,list -rrb-,-rrb- listed,3.333,0.5627705627705628,2.8138528138528143
393,pertinent terms and conditions of,requirements for the,3.333,0.1141552511415525,0.5707762557077625
394,cost of transportation,cost of transporting,4.667,0.7772020725388601,3.8860103626943006
395,this is unbelievable,- you 're unbelievable,4.667,0.6026365348399249,3.013182674199624
396,'re really,are really,3.333,0.8666666666666667,4.333333333333334
397,rule 160,article 160,3.0,0.6321839080459768,3.1609195402298838
398,it emphasises,the state party emphasizes,3.0,0.5367231638418078,2.6836158192090394
399,sake of the,interests of both the,3.667,0.36842105263157887,1.8421052631578942
400,are relevant to the,shall apply to the,3.333,0.31504065040650403,1.57520325203252
401,and submit them,and present them,3.333,0.4232804232804233,2.1164021164021167
402,goes well beyond,go far beyond,3.667,0.3914141414141414,1.957070707070707
403,is worth emphasising,is necessary to underline,2.667,0.15740740740740738,0.787037037037037
404,all necessary measures for,all appropriate measures to ensure that,4.333,0.42338709677419356,2.116935483870968
405,order to improve,", with a view to improving",3.0,0.5287356321839081,2.6436781609195403
406,is absolutely,is definitely,4.333,0.25396825396825395,1.2698412698412698
407,management regimes,regulatory regimes,4.0,0.3978494623655913,1.9892473118279566
408,"yes , i am","oh , yes , you are",2.667,0.4819277108433736,2.409638554216868
409,strengthening cooperation among,strengthened cooperation between,3.667,0.6351981351981351,3.1759906759906755
410,nuclear weapons and international,nuclear weapons and the,2.0,0.6045197740112995,3.0225988700564974
411,"acknowledges ,",was acknowledged,4.667,0.7692307692307693,3.8461538461538463
412,drafting committee,drafting of a,3.0,0.4444444444444445,2.2222222222222223
413,adopted a resolution,adoption of resolutions,4.333,0.6273408239700374,3.136704119850187
414,was underlined that,was stressed that,2.667,0.39877300613496935,1.9938650306748467
415,ministers of,prime minister in,3.667,0.5666666666666665,2.8333333333333326
416,are bad,be harmful,2.667,0.24305555555555555,1.2152777777777777
417,medical doctors,by doctors,4.333,0.4583333333333333,2.2916666666666665
418,months back,months away,2.667,0.5490196078431374,2.745098039215687
419,am going to tell you,'m going to tell you,5.0,0.942857142857143,4.714285714285714
420,are operated by,are carried out by,4.333,0.3385416666666667,1.6927083333333335
421,been communicated to,been forwarded to,3.667,0.31007751937984496,1.550387596899225
422,are in favour,lend my support,3.667,0.10903426791277257,0.5451713395638629
423,"activities , especially","activities , particularly",4.333,0.5716586151368761,2.8582930756843803
424,was still in,are in,3.667,0.13108614232209737,0.6554307116104868
425,findings of the,outcomes of all the,1.6669999999999998,0.310077519379845,1.5503875968992251
426,its operations,current operations,2.333,0.7282913165266107,3.6414565826330536
427,is not available to,are not subject to,3.333,0.2642276422764228,1.321138211382114
428,even more comprehensive,more comprehensive,4.667,0.775,3.875
429,the proper functioning of,the normal functioning of,3.333,0.6444444444444445,3.2222222222222223
430,human rights violation,breaches of human rights,3.0,0.5160744500846024,2.5803722504230118
431,"first and foremost ,",the first is that the,3.0,0.27462121212121215,1.3731060606060608
432,guiding principles,principles,3.333,0.5102040816326531,2.5510204081632653
433,the special rapporteur informed the government,the special rapporteur advised the government,4.667,0.8102918586789555,4.051459293394777
434,decided to defer the,decides to defer,4.333,0.584795321637427,2.923976608187135
435,council is,rights council,3.667,0.6329113924050632,3.164556962025316
436,on establishing,to be established,4.333,0.6036745406824147,3.0183727034120733
437,also concluded,group concluded,4.667,0.660919540229885,3.304597701149425
438,of progress made in implementing,of progress in the implementation,4.0,0.6644144144144143,3.3220720720720713
439,both the government of,the government is,4.0,0.6578947368421053,3.2894736842105265
440,article 78 of,section 78 of,3.667,0.4126984126984127,2.0634920634920633
441,was able to,'ve managed to,3.667,0.20833333333333334,1.0416666666666667
442,medical services,medical care is,4.667,0.472636815920398,2.3631840796019903
443,adoption by,adopted an,4.0,0.33730158730158727,1.6865079365079363
444,and capacity,and the ability,2.667,0.28911564625850333,1.4455782312925167
445,ensure the protection of,purpose of protecting,4.0,0.4166666666666667,2.0833333333333335
446,"member state , and",member states as well,3.667,0.6434599156118143,3.2172995780590714
447,assisted to,is helping to,3.333,0.19157088122605365,0.9578544061302683
448,in my answer,in my reply,4.667,0.4078014184397163,2.0390070921985815
449,the ship,board ships,3.333,0.4310344827586207,2.1551724137931036
450,included in,mainstreamed in,4.0,0.33707865168539325,1.6853932584269662
451,preparing for,of the preparations for,4.667,0.47826086956521735,2.391304347826087
452,"no , no , this is","- nope ,",4.0,0.11029411764705883,0.5514705882352942
453,is a need for,was vital for,2.333,0.2380952380952381,1.1904761904761905
454,is to be,must therefore be,3.667,0.2864583333333333,1.4322916666666665
455,and services sectors,and service sectors,5.0,0.8045977011494252,4.022988505747126
456,assets were,asset of,4.0,0.32520325203252043,1.626016260162602
457,"return of refugees ,",refugee return,4.667,0.5029585798816568,2.514792899408284
458,", government departments",departments is,2.667,0.42276422764227645,2.113821138211382
459,- you 're lying,you are a liar,4.667,0.26881720430107525,1.3440860215053763
460,real democracy,true democracy,3.667,0.681159420289855,3.405797101449275
461,am aware,is well known,3.0,0.08333333333333334,0.41666666666666674
462,is naturally,are certainly,3.333,0.1736111111111111,0.8680555555555556
463,toppled iraqi president saddam hussein,iraqi president saddam hussein,3.0,0.7925072046109509,3.9625360230547546
464,passenger traffic,passengers,3.333,0.47101449275362317,2.3550724637681157
465,during the elections,at the elections,2.667,0.672514619883041,3.3625730994152048
466,by resolution,-lrb- resolutions,3.0,0.7951070336391438,3.975535168195719
467,financing of this,financing of such,4.333,0.7471264367816093,3.7356321839080464
468,has agreed to,has been committed to,4.333,0.3982300884955752,1.9911504424778759
469,transportation to,transport to,4.0,0.5357142857142857,2.6785714285714284
470,", is committed to",remains committed to,3.0,0.7882882882882883,3.941441441441442
471,said that it,was suggested that it,4.333,0.6570512820512819,3.2852564102564097
472,is important for,is critical to,2.0,0.16290726817042606,0.8145363408521302
473,major general ghazi,general ghazi,4.333,0.660377358490566,3.30188679245283
474,the counterfeiting,counterfeits,5.0,0.5704697986577181,2.85234899328859
475,policy recommendations,in recommendations,3.0,0.7155322862129144,3.577661431064572
476,committee considers that,is of the opinion that,4.0,0.21126760563380284,1.0563380281690142
477,is certainly,is undoubtedly,4.667,0.2061855670103093,1.0309278350515465
478,- cost,costs are,3.667,0.48245614035087725,2.412280701754386
479,it is very important that,it was essential for,3.333,0.15151515151515152,0.7575757575757576
480,you heard,you 've heard,4.333,0.7246376811594203,3.6231884057971016
481,and to enhance their,and strengthening their,4.667,0.35580524344569286,1.7790262172284643
482,"collection of data ,",gather data,4.667,0.17068273092369482,0.8534136546184741
483,reaffirming that,", reiterating",3.0,0.20202020202020202,1.0101010101010102
484,what the hell 's this,what is this,3.667,0.34090909090909094,1.7045454545454546
485,ceased to be,to suspend the,3.333,0.24054982817869416,1.2027491408934707
486,any requirement,information requirements,3.0,0.7338308457711441,3.6691542288557204
487,", it 's clear",", it is clear",4.667,0.6666666666666666,3.333333333333333
488,and allocation of resources,and resource allocation,4.667,0.6846473029045643,3.423236514522822
489,and this is,and it 's gonna be,2.667,0.2898550724637681,1.4492753623188406
490,"are you ok ,","- you all right ,",4.667,0.33333333333333337,1.666666666666667
491,", relating to",", in relation to",3.667,0.5709876543209877,2.8549382716049387
492,", achieving","achievement ,",4.0,0.45977011494252873,2.2988505747126435
493,both countries in,", the two countries",4.0,0.5668934240362811,2.8344671201814053
494,our standard of living,the living standards,4.333,0.5699481865284974,2.8497409326424874
495,supplied with,providing them with,3.667,0.28528528528528535,1.4264264264264268
496,it is essential for,", it is necessary that",4.333,0.3273809523809524,1.6369047619047619
497,achieved in the area of,made in the field of,4.0,0.37953795379537947,1.8976897689768975
498,of formulating,process of formulating,3.0,0.934959349593496,4.674796747967481
499,the troop-contributing countries,the countries,3.0,0.32608695652173925,1.6304347826086962
500,at a press conference held,at a press conference,4.333,0.8043478260869565,4.021739130434783
501,be completely,that is absolutely,3.667,0.21212121212121207,1.0606060606060603
502,the creation of the state of,the establishment of the state of,5.0,0.6153846153846155,3.0769230769230775
503,currently studying,currently working,3.333,0.551948051948052,2.75974025974026
504,other non-governmental organizations,national non-governmental organizations,3.333,0.8530571992110453,4.265285996055226
505,", i 've just",", but i 've got",3.333,0.5272108843537415,2.6360544217687076
506,at all levels of,at all stages of,4.0,0.46913580246913567,2.3456790123456783
507,and state governments,"and governments ,",3.0,0.6169429097605894,3.084714548802947
508,work with,'m trying to work with,4.0,0.8333333333333333,4.166666666666666
509,", undertaking",undertaken the,3.667,0.5503144654088051,2.7515723270440255
510,were not able to,can no longer be,2.667,0.19753086419753085,0.9876543209876543
511,not stopped,not ceased,5.0,0.2777777777777778,1.3888888888888888
512,to believe,to be considered,2.667,0.3703703703703704,1.851851851851852
513,aimed at promoting,designed to promote,3.667,0.3952991452991453,1.9764957264957264
514,objective is to assist,objective is to support,4.667,0.70578231292517,3.52891156462585
515,outcomes of its,the results of its,3.667,0.4817708333333333,2.4088541666666665
516,is approving,am in favour of,2.333,0.1360544217687075,0.6802721088435375
517,was just about to,were about to,4.667,0.47281323877068554,2.3640661938534278
518,is an extremely important issue,is very important,3.667,0.36285362853628533,1.8142681426814267
519,the security council is ready to,the council is ready to,3.667,0.6643356643356644,3.3216783216783217
520,security systems,the security services,4.0,0.5714285714285714,2.8571428571428568
521,to points raised,to issues raised,4.0,0.4938271604938271,2.469135802469135
522,"i am single , yes","yeah , i did",1.6669999999999998,0.16666666666666666,0.8333333333333333
523,and the ways in,", and the manner in",4.0,0.5167958656330749,2.5839793281653742
524,'re funny,is funny,2.667,0.546875,2.734375
525,conclusions as well as,of conclusions and,4.0,0.5584642233856895,2.792321116928447
526,present proposals,forward proposals,3.333,0.5287356321839081,2.6436781609195403
527,"prescribed time ,","prescribed time limit ,",4.333,0.9161147902869757,4.580573951434879
528,is crucial,is a key component,4.333,0.18072289156626503,0.9036144578313252
529,goals and objectives,and objectives,4.333,0.6804733727810651,3.4023668639053257
530,have already taken steps,has taken steps,4.333,0.4854368932038835,2.4271844660194173
531,its cooperation with,its partnerships with,4.0,0.31249999999999994,1.5624999999999998
532,of the military and,of the army and,4.333,0.47619047619047616,2.380952380952381
533,"mental illnesses ,","mentally ill ,",4.333,0.38631346578366454,1.9315673289183226
534,express our appreciation to the secretary-general,thanking the secretary-general,2.667,0.4521674140508221,2.2608370702541105
535,a person under the age,persons below the age,3.667,0.4810996563573884,2.405498281786942
536,continues to experience,has continued to,4.0,0.35353535353535354,1.7676767676767677
537,of these negotiations,of the negotiation process,4.0,0.7631578947368421,3.8157894736842106
538,", did n't we ?",", did n't l ?",4.0,0.7017543859649121,3.5087719298245608
539,"concerned , the committee",", in the committee",3.333,0.5581039755351682,2.790519877675841
540,of the limits,of the limitations,4.0,0.8787878787878787,4.393939393939394
541,shall be retained,is maintained,2.333,0.28368794326241137,1.4184397163120568
542,regions across the,regions at,3.333,0.4535147392290249,2.2675736961451247
543,everything 's all right,all is well,4.333,0.12953367875647667,0.6476683937823834
544,but that is,"- well , this is",3.0,0.2222222222222222,1.1111111111111112
545,beginning of this century,turn of the century,2.667,0.4261796042617961,2.1308980213089805
546,what happens,what the hell just happened,2.667,0.6969696969696969,3.4848484848484844
547,", it is essential",it is important to,4.333,0.31963470319634696,1.5981735159817347
548,established in december,created in december,4.0,0.5970149253731343,2.9850746268656714
549,"clearly , it",it was clear that,4.0,0.33333333333333337,1.666666666666667
550,reporting obligations,"obligations """,4.0,0.4896421845574388,2.4482109227871938
551,maybe this,are perhaps,3.333,0.13157894736842105,0.6578947368421052
552,were under,is still under,3.333,0.4430379746835443,2.2151898734177213
553,plans is,plan -lrb-,4.667,0.3216374269005848,1.608187134502924
554,order to move,for moving,4.333,0.22875816993464052,1.1437908496732025
555,a better understanding of the,improved understanding of the,4.333,0.7106918238993711,3.5534591194968557
556,aim is to,'s objective is to,4.333,0.4954954954954956,2.477477477477478
557,"of children , in particular","of children , particularly",4.333,0.8128415300546447,4.064207650273223
558,are currently under way,is in progress,2.667,0.05952380952380952,0.2976190476190476
559,have voted in favour,has voted,3.333,0.24390243902439024,1.2195121951219512
560,consider that to be,think that is,3.333,0.2620545073375262,1.310272536687631
561,following two reports,following reports,3.667,0.70902394106814,3.5451197053407
562,protection of the child,welfare of children,3.667,0.2902155887230514,1.4510779436152572
563,remind the house,to be reminded,3.333,0.3508771929824561,1.7543859649122806
564,already adopted,had been adopted,3.333,0.4894179894179894,2.447089947089947
565,"bodies of the united nations ,","organs of the united nations ,",4.333,0.8242424242424242,4.121212121212121
566,is the question,is all about,3.333,0.13661202185792348,0.6830601092896174
567,networks on,"new networks ,",3.333,0.7575757575757576,3.787878787878788
568,enhance international,strengthen international,3.667,0.6648936170212766,3.324468085106383
569,and further promote,and the promotion and,4.667,0.4291417165668663,2.1457085828343314
570,objectives for,the specific objectives of,2.667,0.6955380577427821,3.4776902887139105
571,"cases , such","cases , these",3.667,0.607638888888889,3.0381944444444446
572,requests the commission,call upon the commission,3.333,0.6148867313915858,3.074433656957929
573,the programme be,the program is,4.667,0.6516290726817042,3.258145363408521
574,order to guarantee,of ensuring that,3.667,0.130718954248366,0.65359477124183
575,", as indicated in",as referred to in,3.667,0.21839080459770116,1.0919540229885059
576,is only one,is all a,2.667,0.16260162601626021,0.813008130081301
577,", the authorities should",", the administration should",3.333,0.4740061162079511,2.3700305810397553
578,recommendation that,further recommends that,3.667,0.542406311637081,2.712031558185405
579,- ladies,"well , ladies",3.667,0.75,3.75
580,language used,"language , or",2.667,0.6190476190476191,3.0952380952380953
581,well known,may know,3.333,0.3424657534246575,1.7123287671232876
582,knew you 'd come back .,knew you 'd come .,3.0,0.7416666666666668,3.708333333333334
583,the committee agrees with,the commission agrees with,5.0,0.7079646017699115,3.5398230088495577
584,are essential,was important,3.667,0.14285714285714285,0.7142857142857142
585,"of the citizens of europe ,","of europeans ,",4.333,0.33764367816091956,1.6882183908045978
586,is my sister,'s my sister,4.667,0.894736842105263,4.473684210526315
587,are effectively,be clearly,2.333,0.15277777777777782,0.7638888888888891
588,you 're trying to,you would like to,4.0,0.24137931034482762,1.2068965517241381
589,economic conditions,economic,3.667,0.3571428571428571,1.7857142857142856
590,client services .,service to clients .,4.667,0.6193693693693694,3.096846846846847
591,is significant,would be important,2.667,0.11204481792717087,0.5602240896358543
592,believe to be,think is,4.333,0.049999999999999996,0.24999999999999997
593,am asking you,'m just asking you,4.0,0.803030303030303,4.015151515151515
594,'s difficult for,is hard for,3.667,0.19230769230769232,0.9615384615384616
595,know each other,know them,3.667,0.29411764705882354,1.4705882352941178
596,and consequently,and therefore is,3.333,0.18518518518518517,0.9259259259259258
597,reiterating that,reiterated its view that,4.333,0.5710955710955711,2.8554778554778553
598,"of employment ,","of employment opportunities ,",3.667,0.8513189448441247,4.256594724220624
599,"thank you , doctor","thank you , gentlemen",3.333,0.611814345991561,3.059071729957805
600,", where appropriate","when required ,",3.333,0.15527950310559005,0.7763975155279502
601,had yet to be,have still not been,4.0,0.24024024024024024,1.2012012012012012
602,of links between,of relationships between,4.0,0.5594405594405594,2.7972027972027966
603,centres of,regional centres for,4.333,0.6862745098039216,3.431372549019608
604,those persons and,the individuals and,3.333,0.24943310657596374,1.2471655328798188
605,i am here,- i 'm in here,4.333,0.4761904761904761,2.3809523809523805
606,should be established,should be developed,3.667,0.45537340619307837,2.276867030965392
607,in all aspects of,in every aspect of,4.333,0.4452054794520548,2.2260273972602738
608,reaffirmed by,been confirmed by,3.667,0.6116207951070335,3.0581039755351673
609,reaffirms the need,reiterates the need,4.667,0.5448717948717947,2.7243589743589736
610,as well as the,as was the,2.667,0.4654654654654654,2.327327327327327
611,is n't possible,could n't be,3.667,0.25956284153005466,1.2978142076502732
612,defence of the rights of,protecting the rights of,4.0,0.5658914728682171,2.8294573643410854
613,the following,the following projects,2.333,0.9210526315789473,4.605263157894736
614,iceland 's,iceland,4.0,0.625,3.125
615,purposes of prostitution,context of prostitution,4.667,0.6464174454828661,3.2320872274143304
616,must be of,must be given to,1.6669999999999998,0.6995884773662551,3.4979423868312756
617,is easy for,'s very easy for,4.667,0.7592592592592593,3.7962962962962967
618,completed,has now been completed,4.667,0.8333333333333333,4.166666666666666
619,you in here ?,- are you there ?,3.333,0.4892966360856269,2.4464831804281344
620,orally and,orally amended,2.667,0.7594936708860762,3.7974683544303813
621,", including , for example ,",", for example to",2.667,0.49145299145299143,2.457264957264957
622,and the objective,and the aim,3.667,0.40767386091127095,2.0383693045563547
623,", and intergovernmental","and intergovernmental organizations ,",4.0,0.8599695585996956,4.299847792998478
624,is the administration,is the government,2.333,0.30386740331491713,1.5193370165745856
625,a couple of months ago,just a few months ago,4.667,0.4982817869415808,2.4914089347079043
626,the egyptian government,the government of egypt,3.667,0.6585365853658538,3.292682926829269
627,applies only to,be limited to,4.0,0.14905149051490515,0.7452574525745258
628,has knowledge,is also known,2.667,0.3015873015873016,1.5079365079365081
629,observes that,has pointed out that,1.0,0.28273809523809523,1.4136904761904763
630,exists no,there being no,4.333,0.2142857142857143,1.0714285714285716
631,presented to the,to submit a,3.667,0.11538461538461538,0.5769230769230769
632,the tribunal shall,the tribunal is required,2.0,0.6625258799171843,3.312629399585921
633,most indebted,most heavily indebted,3.667,0.7817109144542772,3.908554572271386
634,and young people,and young persons,4.0,0.7107843137254902,3.5539215686274512
635,and by strengthening,and further strengthening,4.667,0.7314814814814814,3.657407407407407
636,were not sufficient to,do not suffice to,4.333,0.5175438596491228,2.587719298245614
637,factor is,success factor,3.0,0.5476190476190476,2.7380952380952377
638,respondents noted,respondents indicated,2.333,0.7158836689038031,3.5794183445190155
639,- this was,then it was,3.667,0.3289473684210526,1.644736842105263
640,at the following session .,at the next session .,4.0,0.5289855072463768,2.6449275362318843
641,commission endorsed the,committee endorsed the,3.333,0.6372549019607844,3.186274509803922
642,first nations people,"first nations ,",2.333,0.6764705882352942,3.382352941176471
643,"programs and services ,",program / service,5.0,0.5108877721943048,2.554438860971524
644,eu 2020 strategy,europe 2020 strategy is,4.0,0.8450704225352113,4.225352112676056
645,the secretariat of the committee,the secretariat of the commission,3.0,0.8614864864864864,4.307432432432432
646,integrate itself,to become integrated,4.0,0.5395683453237411,2.6978417266187056
647,is contrary to,be inconsistent with,4.333,0.19283746556473833,0.9641873278236917
648,who are they,- who the hell is that,3.333,0.3650793650793651,1.8253968253968256
649,languages other,language -rrb-,3.0,0.4704301075268818,2.352150537634409
650,particular attention is paid,particular attention to,3.333,0.74,3.7
651,are talking about,speak of,4.333,0.06127450980392156,0.3063725490196078
652,is capable of being,is able to,4.0,0.23504273504273504,1.1752136752136753
653,committee at the,commission at its,3.667,0.33088235294117646,1.6544117647058822
654,to be prepared by the,drawn up by the,3.0,0.297951582867784,1.4897579143389201
655,objectives in terms,objectives are,4.0,0.5520833333333334,2.760416666666667
656,of the general conference,the general assembly was,3.333,0.4389880952380953,2.1949404761904763
657,the advantages of,the benefit of,4.333,0.22300469483568078,1.115023474178404
658,dated 30 november 2000,on 30 november 2000,4.667,0.7552083333333334,3.776041666666667
659,should like to emphasise,wish to emphasise,5.0,0.5368589743589745,2.6842948717948723
660,the adverse effects of,the negative impacts of,2.667,0.32312925170068024,1.6156462585034013
661,was eventually,had subsequently,3.333,0.19943019943019943,0.9971509971509972
662,its concern about the,preoccupation over the,3.333,0.22401433691756273,1.1200716845878136
663,purpose of this project is,aim of this project is,4.333,0.7142857142857142,3.571428571428571
664,is often difficult,can be hard,1.6669999999999998,0.07882882882882884,0.3941441441441442
665,new government has,"government has ,",3.333,0.7625272331154684,3.8126361655773424
666,rates as,rate used,3.667,0.35714285714285715,1.7857142857142858
667,'s list of issues,its list of issues,5.0,0.9246575342465755,4.623287671232878
668,"oh , really .","oh , is that so ?",4.333,0.2599388379204893,1.2996941896024463
669,and assessments,evaluations were,2.333,0.10582010582010583,0.5291005291005292
670,cautioned that,was indicated that,2.333,0.46218487394957986,2.3109243697478994
671,assessment should be,evaluation was,3.333,0.09861932938856015,0.49309664694280075
672,"or indirectly , to",or indirectly involved,4.0,0.7337526205450735,3.6687631027253675
673,also remains,is still in,3.333,0.12411347517730496,0.6205673758865248
674,account of the recommendations,in mind the recommendations,3.667,0.6556372549019608,3.278186274509804
675,process to be followed,procedures to be used,3.667,0.45532646048109965,2.276632302405498
676,japan has,the government of japan has,3.0,0.783132530120482,3.91566265060241
677,- i see,i 've been seeing,3.0,0.393939393939394,1.96969696969697
678,like russia,such as russia,4.667,0.5113636363636362,2.556818181818181
679,provided for in section,provided in article,3.0,0.44776119402985076,2.238805970149254
680,and will allow,and will enable,4.667,0.5890804597701149,2.9454022988505746
681,results from the,the effects of the,4.667,0.23114355231143552,1.1557177615571776
682,was here,'s been here,3.0,0.4802259887005649,2.4011299435028244
683,refusing to,are unwilling to,3.333,0.46296296296296297,2.314814814814815
684,- that 's my,is this my,3.0,0.2867383512544803,1.4336917562724014
685,areas of competence,terms of reference,2.333,0.3252032520325204,1.6260162601626018
686,it 's my job .,this is my job .,2.667,0.6837606837606837,3.418803418803418
687,may be able to,may be allowed,3.333,0.5217391304347826,2.608695652173913
688,", is necessary",there must,4.333,0.07507507507507506,0.3753753753753753
689,'s interested in,is interested in,4.333,0.9259259259259259,4.62962962962963
690,- i 'm telling you,i say to you,3.0,0.1789709172259508,0.894854586129754
691,is n't your,'re not in your,2.333,0.41198501872659177,2.059925093632959
692,socio-economic rights,economic and social rights,4.333,0.6578947368421053,3.2894736842105265
693,by reason of its,by virtue of its,4.667,0.43209876543209874,2.1604938271604937
694,runs contrary to,was contrary to,4.667,0.7835820895522388,3.9179104477611943
695,particular concerns,specific concerns,3.333,0.43967280163599193,2.1983640081799596
696,receive benefits,benefits are,3.0,0.470737913486005,2.353689567430025
697,"hey , you okay",you feeling all right,4.667,0.20491803278688522,1.0245901639344261
698,- this is great,"great , thank you",4.333,0.30183727034120733,1.5091863517060367
699,", in the implementation of the",in implementing its,3.667,0.35353535353535354,1.7676767676767677
700,is hereby replaced by the following,is replaced by the following,4.0,0.7651991614255766,3.8259958071278835
701,opportunity is,opportunity today,2.667,0.8050847457627119,4.02542372881356
702,emphasized the need,emphasized the importance,4.667,0.7504873294346979,3.7524366471734893
703,expanded by,an increase by,4.333,0.20833333333333334,1.0416666666666667
704,are necessary,needs to be done,2.333,0.12345679012345678,0.6172839506172839
705,participate actively in the,be actively involved in the,3.333,0.5782312925170068,2.891156462585034
706,issue of trafficking,trafficking in persons,3.0,0.5461393596986818,2.7306967984934087
707,are derived from the,arise from the,4.333,0.4536489151873766,2.2682445759368832
708,sincerely hopes,to be hoped,3.333,0.2203856749311295,1.1019283746556476
709,", and in particular those",", particularly regarding",3.0,0.44642857142857134,2.2321428571428568
710,permanent members and,permanent category and the,3.667,0.5087719298245613,2.5438596491228065
711,translates into,are translated into,4.667,0.6976744186046512,3.488372093023256
712,completely destroyed,was destroyed,4.667,0.44642857142857145,2.232142857142857
713,changed by,is to amend,3.0,0.10964912280701754,0.5482456140350876
714,basic infrastructure,infrastructure,4.667,0.6804733727810651,3.4023668639053257
715,are communicated,- communications,4.0,0.6296296296296297,3.1481481481481484
716,is in here,'re over here,3.667,0.3418803418803419,1.7094017094017095
717,it is quite clear,it is also clear,3.667,0.4861111111111112,2.4305555555555562
718,who was that,- who 's that,2.333,0.5555555555555556,2.7777777777777777
719,may be considered,may be regarded,4.0,0.4079254079254079,2.0396270396270393
720,", especially in the countries",", particularly in countries",3.333,0.4689480354879594,2.344740177439797
721,provided for under paragraph,called for in paragraph,3.667,0.49333333333333335,2.466666666666667
722,"is essential that ,",is critical that,3.333,0.37037037037037035,1.8518518518518516
723,of the board of directors,of the board of the,3.333,0.6316590563165904,3.158295281582952
724,documents issued,documents on,2.667,0.5725190839694657,2.8625954198473287
725,also contributed to,has helped to,4.333,0.19916142557651992,0.9958071278825996
726,- i do n't,ls n't,2.667,0.2347417840375587,1.1737089201877935
727,objects of the,of the purposes of the,2.667,0.4878048780487805,2.4390243902439024
728,ethnic communities,ethnic groups,4.0,0.3333333333333333,1.6666666666666665
729,and considers the,are considered to be the,4.333,0.5701754385964913,2.850877192982457
730,you need,necessary,4.333,0.1488095238095238,0.7440476190476191
731,you are such an idiot,you fool,3.667,0.10658914728682171,0.5329457364341086
732,which was applicable,that can be applied,2.667,0.27777777777777785,1.3888888888888893
733,the trans-european networks,the trans-european transport network,4.333,0.8661417322834647,4.330708661417323
734,of enhancing the,in fostering the,2.667,0.3950617283950617,1.9753086419753085
735,had died,just died,3.333,0.4464285714285714,2.2321428571428568
736,concerned with,very concerned about,2.333,0.6336088154269971,3.1680440771349856
737,equal conditions,equals,4.667,0.2133333333333333,1.0666666666666664
738,main aim of the,main objectives of the,4.333,0.542929292929293,2.7146464646464654
739,emphasizes the importance of the,underlines the need for,4.333,0.21561771561771562,1.078088578088578
740,seriously wounded,were wounded,3.333,0.42857142857142855,2.142857142857143
741,members of the council,the legislative council,4.0,0.42517006802721086,2.1258503401360542
742,the creation of mechanisms,the establishment of mechanisms,4.667,0.5833333333333333,2.916666666666666
743,by the way in which,by the manner in which,4.333,0.6646825396825399,3.3234126984126995
744,", i think that 's",i believe this is,4.0,0.18390804597701152,0.9195402298850576
745,and current,and was currently,4.0,0.7692307692307693,3.8461538461538463
746,the obligations of,the commitments contained in,4.0,0.21212121212121213,1.0606060606060606
747,main trading partner,major trading partners,4.0,0.7909604519774013,3.9548022598870065
748,are considered to be,shall be regarded as,4.333,0.21904761904761902,1.0952380952380951
749,such measures,the relevant measures,3.667,0.5899705014749261,2.9498525073746307
750,would be required,may be necessary to,1.3330000000000002,0.15873015873015875,0.7936507936507937
751,commission for human rights and,commission and,3.333,0.37313432835820887,1.8656716417910444
752,departments and,"other government departments , and",4.0,0.7638888888888887,3.8194444444444438
753,committee took,commission to,3.333,0.3216374269005847,1.6081871345029235
754,used to identify,used to indicate,4.0,0.54320987654321,2.71604938271605
755,""" i am","yes , i am",4.0,0.641025641025641,3.205128205128205
756,remain very,was still very,2.667,0.32196969696969696,1.6098484848484849
757,"quite clearly ,",it is clearly,3.333,0.5013550135501355,2.5067750677506773
758,delegation is convinced that,delegation firmly believes that,3.0,0.4715762273901809,2.3578811369509047
759,i do n't have time,i have n't got time,4.0,0.5662393162393162,2.831196581196581
760,authority is,authorities to,3.667,0.6185567010309279,3.0927835051546393
761,", referring to",refers to the,4.0,0.3216374269005847,1.6081871345029235
762,the task force and,the working group and,4.0,0.26371308016877637,1.3185654008438819
763,shall refuse to,are unwilling to,3.333,0.21164021164021166,1.0582010582010584
764,had indicated that,shown that,4.0,0.1927437641723356,0.963718820861678
765,"of small and medium-sized enterprises ,",small and medium sized enterprises,4.333,0.787037037037037,3.935185185185185
766,is there anybody there,is anyone in there,5.0,0.3490401396160559,1.7452006980802794
767,are quickly,are rapidly,3.333,0.2745098039215687,1.3725490196078436
768,pointed out that,important to point out that,3.667,0.6164383561643836,3.082191780821918
769,it noted that the,working group noted that the,4.333,0.811965811965812,4.05982905982906
770,and organizations,"-rrb- , the organization",2.0,0.6907894736842105,3.4539473684210527
771,-it 's just,this is just,3.667,0.46511627906976744,2.3255813953488373
772,- where 'd,where the hell did,2.667,0.4618473895582329,2.3092369477911645
773,particulars of the,"for further details ,",2.333,0.21097046413502113,1.0548523206751057
774,quality of her,high quality of its,3.333,0.7222222222222223,3.6111111111111116
775,not already,have not yet been,2.667,0.2380952380952381,1.1904761904761905
