text_1,text_2,label,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F
established within,created in,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moved forward,move ahead,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is thanks to,thank you to,2.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
these programmes,the two programmes,4.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
their special needs,their particular needs,4.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
the euro area,the euro zone,3.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
a view to improving,to help improve,3.333,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
's losing,is losing,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
legal regulations,of regulations,3.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
and the outcome,and the results,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
will be issued in,will be included in,4.667,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
generating electricity,produce electricity,3.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
required by the,", in accordance with the",2.667,0.3333333333333333,0.2,0.25,0.0,0.0,0.0,0.3333333333333333,0.2,0.25
miles away,kilometres away,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
n't leave you,n't let you,3.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
a rise in,has been an increase in,3.667,0.3333333333333333,0.2,0.25,0.0,0.0,0.0,0.3333333333333333,0.2,0.25
"oh , uh , yeah","yes , the hell there is",2.333,0.2,0.16666666666666666,0.1818181818181818,0.0,0.0,0.0,0.2,0.16666666666666666,0.1818181818181818
that 's exactly who i am,that 's correct,2.667,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2,0.5,0.28571428571428575,0.3333333333333333,0.6666666666666666,0.4444444444444444
partnership established,"partnership """,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
are very close .,'re so close .,2.333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
came back,was coming,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
even dressed,dressed,4.0,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
were different,to differ,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
products and services in,product and service,4.333,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
relevant legislation,laws and regulations,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speculate that,is suggested that,3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
reports presented to the,reports before the,4.0,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
best contribute to,contribute to,3.667,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
for the purposes,only for the purpose,4.333,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
"right , right , yeah","yes , it is",3.667,0.2,0.25,0.22222222222222224,0.0,0.0,0.0,0.2,0.25,0.22222222222222224
i 'm not scared,- i 'm not afraid,5.0,0.75,0.6,0.6666666666666665,0.6666666666666666,0.5,0.5714285714285715,0.75,0.6,0.6666666666666665
approximately 200 000,about 200 000,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
achievement of the goals of the,achieve the goals of the,4.333,0.6666666666666666,0.8,0.7272727272727272,0.6,0.75,0.6666666666666665,0.6666666666666666,0.8,0.7272727272727272
's coming this way .,'m coming in .,3.667,0.4,0.5,0.4444444444444445,0.0,0.0,0.0,0.4,0.5,0.4444444444444445
appropriate ways to,ways and means of,3.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
also encourages the,also calls upon the,2.333,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
is an issue that,is a subject that,2.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
funds will,funding is,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resources to,"available resources , to",3.667,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.6666666666666666
listed in annex,contained in annex,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
"thoughts , no","- no , dad",2.333,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
- so what happened ?,"-well , what happened ?",4.667,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6
educational system in,education system in,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
once again reiterate,once again reaffirms,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
", as are the",as well as on the,2.667,0.5,0.4,0.4444444444444445,0.0,0.0,0.0,0.5,0.4,0.4444444444444445
routes used,routes of,3.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
was pleased to note that,notes with satisfaction that,4.333,0.2,0.25,0.22222222222222224,0.0,0.0,0.0,0.2,0.25,0.22222222222222224
", arrived here",arrived in the,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
- these are,"- well , this is",1.3330000000000002,0.3333333333333333,0.2,0.25,0.0,0.0,0.0,0.3333333333333333,0.2,0.25
is over .,'s all over .,3.0,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
of supporting and,'s support of,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
ask the secretary-general,requested the secretary- general,3.0,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
parties to the treaty,the states parties to the treaty,4.0,1.0,0.6666666666666666,0.8,1.0,0.6,0.7499999999999999,1.0,0.6666666666666666,0.8
beginning of the first,start of the first,4.667,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
are benefiting from,take advantage of,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"by its president ,",by the chairman,3.333,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
be necessary for the,was essential for,4.0,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
that situation,such a situation,3.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
attention is paid,pay attention to the,4.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
add to the,", contributing to the",3.0,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
you 're pretty,you look pretty,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
board of directors and the,board and the,3.0,0.6,1.0,0.7499999999999999,0.25,0.5,0.3333333333333333,0.6,1.0,0.7499999999999999
resources and,", natural resources and",4.0,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5,1.0,0.5,0.6666666666666666
and the suggestions,and propositions,4.333,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
am in favour of,expressed support for,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"no , we wo n't","no , he does n't",2.333,0.6,0.6,0.6,0.25,0.25,0.25,0.6,0.6,0.6
grown increasingly,becoming ever more,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sbi decided to,sbi agreed to,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
are attending,participate in the,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
which was indispensable,which was vital,3.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
of not less than 3,of not less than three,4.0,0.8,0.8,0.8000000000000002,0.75,0.75,0.75,0.8,0.8,0.8000000000000002
of russia 's,of russia,4.667,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
would help to,is instrumental in,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this is not a toy,it 's not a toy,5.0,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6
scared to death,really scared,3.667,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
have an opportunity,were given the opportunity,3.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
shall be defined by,are established by,3.667,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
require for,needed to be,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is ensuring that,is to guarantee that,4.333,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
there is still,there may be,3.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
risen significantly,increased substantially,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is of vital importance that,is necessary that,3.0,0.4,0.6666666666666666,0.5,0.0,0.0,0.0,0.4,0.6666666666666666,0.5
of participating,of engaging in,3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
it has become a,has now become a,4.333,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
has reviewed and considered,considered by,4.667,0.25,0.5,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.3333333333333333
is primarily due to,is largely due to,4.667,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
", with special emphasis",", including , in particular",2.667,0.25,0.2,0.22222222222222224,0.0,0.0,0.0,0.25,0.2,0.22222222222222224
targeted,well targeted,4.333,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.6666666666666666
intensive debate,intense debate,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
indicated that they,indicates that he,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
countries members of the,countries in the,3.333,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
it was a party to,is a state party to,3.333,0.6,0.6,0.6,0.25,0.25,0.25,0.6,0.6,0.6
"now , however ,","there is , however ,",2.333,0.75,0.6,0.6666666666666665,0.6666666666666666,0.5,0.5714285714285715,0.75,0.6,0.6666666666666665
very crucial,very critical,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
took place during,had taken place in,4.333,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
almost 25 per cent,nearly 25 per cent,5.0,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
is crucial that,is vitally important for,2.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
council members held,the members of the council welcomed,3.333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.2222222222222222
showed that it,demonstrated that it,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
"- yeah , that 's it","- yes , he did",3.333,0.3333333333333333,0.4,0.3636363636363636,0.0,0.0,0.0,0.3333333333333333,0.4,0.3636363636363636
equal treatment of men and,equality between men and,3.333,0.4,0.5,0.4444444444444445,0.25,0.3333333333333333,0.28571428571428575,0.4,0.5,0.4444444444444445
'm wondering,wonder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
", i wish to begin",", i should like to begin",4.667,0.8,0.6666666666666666,0.7272727272727272,0.5,0.4,0.4444444444444445,0.8,0.6666666666666666,0.7272727272727272
has been actively engaged in,has been active in,3.0,0.6,0.75,0.6666666666666665,0.25,0.3333333333333333,0.28571428571428575,0.6,0.75,0.6666666666666665
participating in,are invited to participate in the,2.333,0.5,0.16666666666666666,0.25,0.0,0.0,0.0,0.5,0.16666666666666666,0.25
is vitally important,is imperative,3.333,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
correspondents and,reporter and,2.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
reporting guidelines,""" guidelines",4.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
really were,'re really,1.6669999999999998,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
are fairly,are relatively more,2.0,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
of basic rights,"for fundamental rights ,",4.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
", the panel found",", the committee found",3.667,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
of contacts between new,of the relationship between the,3.667,0.5,0.4,0.4444444444444445,0.0,0.0,0.0,0.5,0.4,0.4444444444444445
is crucial to,would be important to,4.0,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
significantly increased,much more significant,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and the next day,"the following day ,",4.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
what were your intentions,"why , what 's the matter",2.667,0.25,0.16666666666666666,0.2,0.0,0.0,0.0,0.25,0.16666666666666666,0.2
of the opinion that,are of the view that,5.0,0.75,0.6,0.6666666666666665,0.3333333333333333,0.25,0.28571428571428575,0.75,0.6,0.6666666666666665
their member states,their members,2.333,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
an increase of almost,an increase of nearly,3.667,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
is a major component,are an important part,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
are certainly,have actually,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
", the council is",", the council extended",3.0,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
", this is a",this represents an,4.333,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
", resulting from the",derived from the,3.667,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
"so , what is it ?",what 's all this ?,4.333,0.3333333333333333,0.4,0.3636363636363636,0.0,0.0,0.0,0.3333333333333333,0.4,0.3636363636363636
levels in,level -lrb-,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
presented in,was reported in,4.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
council was,"security council ,",3.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
opportunity to present,the possibility of submitting,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is absolutely,is all very,2.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
becoming members,become part,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
", it is required to",there is a need to,4.0,0.4,0.4,0.4000000000000001,0.0,0.0,0.0,0.4,0.4,0.4000000000000001
reminded the public,reminds members of the public that,3.333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5,0.2,0.28571428571428575,0.6666666666666666,0.3333333333333333,0.4444444444444444
and i am happy to,", and i am glad",3.333,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6
offence was committed,"criminal offence ,",1.3330000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
to include in,be contained in,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
counsel recalls that,""" the security council recalls that",3.667,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5,0.2,0.28571428571428575,0.6666666666666666,0.3333333333333333,0.4444444444444444
the results of such,results of this,3.333,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
- is it,"- hey , it",3.333,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
reaffirms that the,reaffirming that the,3.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
n't eaten anything,n't eaten,3.667,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
why did n't you say something,why do you want to,3.0,0.3333333333333333,0.4,0.3636363636363636,0.0,0.0,0.0,0.3333333333333333,0.4,0.3636363636363636
first six months,first six months of this year,4.0,1.0,0.5,0.6666666666666666,1.0,0.4,0.5714285714285715,1.0,0.5,0.6666666666666666
in the circumstances,under the circumstances,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
parliament needs to,this house must,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appreciates the efforts,appreciated the efforts,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
the protection provided for in this,the protection provided under this,5.0,0.6666666666666666,0.8,0.7272727272727272,0.4,0.5,0.4444444444444445,0.6666666666666666,0.8,0.7272727272727272
program objectives,the program 's objectives,3.667,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.6666666666666666
"yeah , he does","of course , yeah",2.667,0.5,0.5,0.5,0.0,0.0,0.0,0.25,0.25,0.25
their decision,their own decisions,3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
my fear is that,my concern is that,4.0,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
achieving sustainable,sustainable management,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
who maintain,who are in,4.0,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
"- yeah , this is","- yeah , he 's",3.333,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6
a huge opportunity,a great opportunity,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
and detailed,detailed description,2.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
and that is exactly,and precisely,3.0,0.25,0.5,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.3333333333333333
results of an,the outcome of the,4.0,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
-roger who is this,- who 's that,3.333,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
continued for,continues with,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of aboriginal languages,of indigenous languages,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
sufficient enough,insufficient,1.6669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is the establishment of,is to set up,3.667,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
in the development and implementation of,in the elaboration and implementation of,2.333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6,0.6,0.6,0.8333333333333334,0.8333333333333334,0.8333333333333334
's very important that,was essential for,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"no , that 's not true",it is not true,4.333,0.3333333333333333,0.5,0.4,0.2,0.3333333333333333,0.25,0.3333333333333333,0.5,0.4
center was,centre was,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
may remain,continued to be,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
customs clearance,customs,2.667,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
it is crucial that,it is also essential,3.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
i am scared,i 'm so scared,4.667,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
assistance payments,assistance to,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
but i am,"well , i 've",3.333,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
get involved,had been involved,3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
considered and adopted,discussed and adopted,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
the differences among,the differences between,3.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
and regulations of,and rules of the,3.333,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
the arab states,the arabs,4.0,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
reaffirm the,", reiterating",3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on the development of a,the process of drafting a,3.0,0.6,0.6,0.6,0.0,0.0,0.0,0.6,0.6,0.6
achieving a higher degree of,achieve greater,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to avoid,thus avoiding,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i work,i really am,3.0,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
has not yet been,have not already been,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
examination of the question of the,consideration of the issue of the,3.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.4,0.4000000000000001,0.6666666666666666,0.6666666666666666,0.6666666666666666
- what 's that mean,what 's that supposed to mean,4.667,0.8,0.6666666666666666,0.7272727272727272,0.5,0.4,0.4444444444444445,0.8,0.6666666666666666,0.7272727272727272
list -rrb-,-rrb- listed,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
pertinent terms and conditions of,requirements for the,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cost of transportation,cost of transporting,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
this is unbelievable,- you 're unbelievable,4.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
're really,are really,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
rule 160,article 160,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
it emphasises,the state party emphasizes,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sake of the,interests of both the,3.667,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
are relevant to the,shall apply to the,3.333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
and submit them,and present them,3.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
goes well beyond,go far beyond,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
is worth emphasising,is necessary to underline,2.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
all necessary measures for,all appropriate measures to ensure that,4.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
order to improve,", with a view to improving",3.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.2222222222222222
is absolutely,is definitely,4.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
management regimes,regulatory regimes,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
"yes , i am","oh , yes , you are",2.667,0.5,0.3333333333333333,0.4,0.3333333333333333,0.2,0.25,0.5,0.3333333333333333,0.4
strengthening cooperation among,strengthened cooperation between,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
nuclear weapons and international,nuclear weapons and the,2.0,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
"acknowledges ,",was acknowledged,4.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drafting committee,drafting of a,3.0,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
adopted a resolution,adoption of resolutions,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
was underlined that,was stressed that,2.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
