,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
213,3QGTX7BCHP2OLW85SX42G0QSQO95Z0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3HRMW88U16QRD1LE64DXGMUE9AR0MJ,A3W1DTK82V1D6O,Approved,Wed Nov 27 08:36:51 PST 2019,Wed Nov 27 08:38:21 PST 2019,Sat Nov 30 08:38:21 PST 2019,Wed Nov 27 11:04:27 PST 2019,,,90,100% (2/2),100% (2/2),100% (2/2),"The Jews therefore did not believe concerning him , that he had been blind , and had received his sight , until they called the parents of him who had received his sight ,","The Jews then did not believe concerning him , that he had been blind , and had received his sight , until they called the parents of him that had received his sight ,",4,,
214,3QGTX7BCHP2OLW85SX42G0QSQO95Z0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3MB8LZR5BFT9K9AXALM0ZTUYN36LK7,A24EL1Z81B10LB,Approved,Wed Nov 27 08:34:43 PST 2019,Wed Nov 27 08:34:55 PST 2019,Sat Nov 30 08:34:55 PST 2019,Wed Nov 27 11:04:27 PST 2019,,,12,100% (1/1),100% (1/1),100% (1/1),"The Jews therefore did not believe concerning him , that he had been blind , and had received his sight , until they called the parents of him who had received his sight ,","The Jews then did not believe concerning him , that he had been blind , and had received his sight , until they called the parents of him that had received his sight ,",5 - Highly Similar,,
215,3QGTX7BCHP2OLW85SX42G0QSQO95Z0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3W92K5RLWUH9YV1OH2K0KD9IHBDV5F,A2JAMNGL6SDAHQ,Approved,Wed Nov 27 08:36:43 PST 2019,Wed Nov 27 08:37:01 PST 2019,Sat Nov 30 08:37:01 PST 2019,Wed Nov 27 11:04:27 PST 2019,,,18,100% (56/56),100% (56/56),100% (56/56),"The Jews therefore did not believe concerning him , that he had been blind , and had received his sight , until they called the parents of him who had received his sight ,","The Jews then did not believe concerning him , that he had been blind , and had received his sight , until they called the parents of him that had received his sight ,",5 - Highly Similar,,
216,36BTXXLZ2V8XNMIE4BRFP5IFHBUR4N,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,33TIN5LC04A93CY5P3K13SIELO29YX,AX3RDV6XXR1XB,Approved,Wed Nov 27 08:44:24 PST 2019,Wed Nov 27 08:44:30 PST 2019,Sat Nov 30 08:44:30 PST 2019,Wed Nov 27 10:58:49 PST 2019,,,6,100% (74/74),100% (74/74),100% (74/74),"and the father of circumcision to them who not only are of the circumcision , but who also walk in the steps of that faith of our father Abraham which he had in uncircumcision .","He is the father of circumcision to those who not only are of the circumcision , but who also walk in the steps of that faith of our father Abraham , which he had in uncircumcision .",5 - Highly Similar,,
217,36BTXXLZ2V8XNMIE4BRFP5IFHBUR4N,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3I0BTBYZAXLR7IASP718AHHLIK70YB,A1PR75OOJOLBA2,Approved,Wed Nov 27 08:41:35 PST 2019,Wed Nov 27 08:41:40 PST 2019,Sat Nov 30 08:41:40 PST 2019,Wed Nov 27 10:58:49 PST 2019,,,5,100% (186/186),100% (186/186),100% (186/186),"and the father of circumcision to them who not only are of the circumcision , but who also walk in the steps of that faith of our father Abraham which he had in uncircumcision .","He is the father of circumcision to those who not only are of the circumcision , but who also walk in the steps of that faith of our father Abraham , which he had in uncircumcision .",4,,
218,36BTXXLZ2V8XNMIE4BRFP5IFHBUR4N,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3X4MXAO0BGOBI7ZR4J2Z9GXSG27WR7,A2HITRHQ441VHA,Approved,Wed Nov 27 08:42:19 PST 2019,Wed Nov 27 08:46:35 PST 2019,Sat Nov 30 08:46:35 PST 2019,Wed Nov 27 10:58:49 PST 2019,,,256,100% (92/92),100% (92/92),100% (92/92),"and the father of circumcision to them who not only are of the circumcision , but who also walk in the steps of that faith of our father Abraham which he had in uncircumcision .","He is the father of circumcision to those who not only are of the circumcision , but who also walk in the steps of that faith of our father Abraham , which he had in uncircumcision .",3,,
219,3UAU495MIIST77KDRP1T8EB451ZUO5,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,34X6J5FLPTYP0MKSK5UKF0TFIKXQJ6,A2FJDUJZ38B9XL,Approved,Wed Nov 27 08:45:18 PST 2019,Wed Nov 27 08:45:21 PST 2019,Sat Nov 30 08:45:21 PST 2019,Wed Nov 27 11:06:01 PST 2019,,,3,100% (28/28),100% (28/28),100% (28/28),"вЂ”therefore , ye shepherds , hear the word of Jehovah .","Therefore , ye shepherds , hear the word of the Lord :",4,,
220,3UAU495MIIST77KDRP1T8EB451ZUO5,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3S3AMIZX3U583ZAH5R7ESX9L9L0DCB,A3SQ00HYQN7FYB,Approved,Wed Nov 27 08:45:33 PST 2019,Wed Nov 27 08:45:45 PST 2019,Sat Nov 30 08:45:45 PST 2019,Wed Nov 27 11:06:01 PST 2019,,,12,100% (123/123),100% (123/123),100% (123/123),"вЂ”therefore , ye shepherds , hear the word of Jehovah .","Therefore , ye shepherds , hear the word of the Lord :",4,,
221,3UAU495MIIST77KDRP1T8EB451ZUO5,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3TVRFO09GKFF4994941PPN20JCPXLC,AX8050LKIGG1Y,Approved,Wed Nov 27 08:45:20 PST 2019,Wed Nov 27 08:45:56 PST 2019,Sat Nov 30 08:45:56 PST 2019,Wed Nov 27 11:06:01 PST 2019,,,36,100% (1/1),100% (1/1),100% (1/1),"вЂ”therefore , ye shepherds , hear the word of Jehovah .","Therefore , ye shepherds , hear the word of the Lord :",4,,
222,3NI0WFPPI9GN2F2TTM1F27164C160P,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3K4J6M3CXETNM4NAN3CVSNMUMATAGE,A168NGIUW93RV5,Approved,Wed Nov 27 08:41:08 PST 2019,Wed Nov 27 08:41:37 PST 2019,Sat Nov 30 08:41:37 PST 2019,Wed Nov 27 11:03:27 PST 2019,,,29,100% (86/86),100% (86/86),100% (86/86),`` I came to throw fire on the earth . I wish it were already kindled .,"I came to send a fire on the earth , and it may even now have been lighted .",3,,
223,3NI0WFPPI9GN2F2TTM1F27164C160P,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3QL2OFSM96IHPB1UULLHO2LFNP1CNR,A2B6IFOZY2D4A4,Approved,Wed Nov 27 08:44:56 PST 2019,Wed Nov 27 08:45:05 PST 2019,Sat Nov 30 08:45:05 PST 2019,Wed Nov 27 11:03:27 PST 2019,,,9,100% (208/208),100% (208/208),100% (208/208),`` I came to throw fire on the earth . I wish it were already kindled .,"I came to send a fire on the earth , and it may even now have been lighted .",5 - Highly Similar,,
224,3NI0WFPPI9GN2F2TTM1F27164C160P,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3QY7M81QH7MA5OLV6RLQGOCXSJ5K71,A2HITRHQ441VHA,Approved,Wed Nov 27 08:44:34 PST 2019,Wed Nov 27 08:49:16 PST 2019,Sat Nov 30 08:49:16 PST 2019,Wed Nov 27 11:03:27 PST 2019,,,282,100% (92/92),100% (92/92),100% (92/92),`` I came to throw fire on the earth . I wish it were already kindled .,"I came to send a fire on the earth , and it may even now have been lighted .",2,,
225,3T5ZXGO9DEODEIR3CPS5EBLJMKVZQ6,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,351SEKWQS0HLCLM8IG1SVTEX3ZZMDX,ACKF1WBCKVLY3,Approved,Wed Nov 27 08:35:22 PST 2019,Wed Nov 27 08:35:28 PST 2019,Sat Nov 30 08:35:28 PST 2019,Wed Nov 27 11:05:23 PST 2019,,,6,100% (146/146),100% (146/146),100% (146/146),"Yahweh , for your servant 's sake , and according to your own heart , you have done all this greatness , to make known all these great things .","O Jehovah , for Thy servant 's sake , and according to Thine own heart Thou hast done all this greatness , to make known all these great things .",2,,
226,3T5ZXGO9DEODEIR3CPS5EBLJMKVZQ6,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,39U1BHVTDLRR7OAVYOWS4YND6U8T39,A3SQ00HYQN7FYB,Approved,Wed Nov 27 08:41:10 PST 2019,Wed Nov 27 08:41:34 PST 2019,Sat Nov 30 08:41:34 PST 2019,Wed Nov 27 11:05:23 PST 2019,,,24,100% (123/123),100% (123/123),100% (123/123),"Yahweh , for your servant 's sake , and according to your own heart , you have done all this greatness , to make known all these great things .","O Jehovah , for Thy servant 's sake , and according to Thine own heart Thou hast done all this greatness , to make known all these great things .",2,,
227,3T5ZXGO9DEODEIR3CPS5EBLJMKVZQ6,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3XXU1SWE8MVQB0CP91NS7VZEFT3A0A,A1X9X6JCC0UEKM,Approved,Wed Nov 27 08:40:19 PST 2019,Wed Nov 27 08:40:31 PST 2019,Sat Nov 30 08:40:31 PST 2019,Wed Nov 27 11:05:23 PST 2019,,,12,100% (109/109),100% (109/109),100% (109/109),"Yahweh , for your servant 's sake , and according to your own heart , you have done all this greatness , to make known all these great things .","O Jehovah , for Thy servant 's sake , and according to Thine own heart Thou hast done all this greatness , to make known all these great things .",4,,
228,3PUV2Q8SV44N7BKI1P6ISU7HC2LBD8,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3A1COHJ8NJVN3CP6ABAZHWS0BOG8HL,AJTHGXBMZJ3HE,Approved,Wed Nov 27 12:39:05 PST 2019,Wed Nov 27 13:16:45 PST 2019,Sat Nov 30 13:16:45 PST 2019,Wed Nov 27 23:12:36 PST 2019,,,2260,100% (27/27),100% (27/27),100% (27/27),"What wilt thou that I shall do to thee ? And he said , Lord , that I may see .","Saying : What wilt thou that I do to thee ? But he said : Lord , that I may see .",3,,
229,3PUV2Q8SV44N7BKI1P6ISU7HC2LBD8,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3EFE17QCRC55MW4FO9G4YNS1NGBHSE,ACKF1WBCKVLY3,Approved,Wed Nov 27 08:37:58 PST 2019,Wed Nov 27 08:38:04 PST 2019,Sat Nov 30 08:38:04 PST 2019,Wed Nov 27 11:04:18 PST 2019,,,6,100% (146/146),100% (146/146),100% (146/146),"What wilt thou that I shall do to thee ? And he said , Lord , that I may see .","Saying : What wilt thou that I do to thee ? But he said : Lord , that I may see .",3,,
230,3PUV2Q8SV44N7BKI1P6ISU7HC2LBD8,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3I02618YA06DEQU7WRJ9MXCGU45PU6,AWJ0LF6A0LXJN,Approved,Wed Nov 27 08:35:54 PST 2019,Wed Nov 27 08:38:09 PST 2019,Sat Nov 30 08:38:09 PST 2019,Wed Nov 27 11:04:18 PST 2019,,,135,100% (115/115),100% (115/115),100% (115/115),"What wilt thou that I shall do to thee ? And he said , Lord , that I may see .","Saying : What wilt thou that I do to thee ? But he said : Lord , that I may see .",3,,
231,3D17ECOUOEVOCL0T637H998WZD513H,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,39L1G8WVWQRQY4YMW5CIYS4IEBH138,A14CLZWROI8UCS,Approved,Wed Nov 27 08:39:05 PST 2019,Wed Nov 27 08:39:15 PST 2019,Sat Nov 30 08:39:15 PST 2019,Wed Nov 27 11:00:31 PST 2019,,,10,100% (49/49),100% (49/49),100% (49/49),"When the multitudes heard it , they were astonished at his teaching .","And having heard , the multitudes were astonished at his teaching ;",5 - Highly Similar,,
232,3D17ECOUOEVOCL0T637H998WZD513H,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3SPJ0334213Y9OBEBFBESMWHHTAYJD,A2PQV1A2D4CG52,Approved,Wed Nov 27 08:37:03 PST 2019,Wed Nov 27 08:37:11 PST 2019,Sat Nov 30 08:37:11 PST 2019,Wed Nov 27 11:00:31 PST 2019,,,8,100% (109/109),100% (109/109),100% (109/109),"When the multitudes heard it , they were astonished at his teaching .","And having heard , the multitudes were astonished at his teaching ;",2,,
233,3D17ECOUOEVOCL0T637H998WZD513H,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3YZ8UPK3VTMUK1L3RMX32XD9VLRCUG,AO2SEJOUWKOCV,Approved,Wed Nov 27 08:36:39 PST 2019,Wed Nov 27 08:36:44 PST 2019,Sat Nov 30 08:36:44 PST 2019,Wed Nov 27 11:00:31 PST 2019,,,5,100% (4/4),100% (4/4),100% (4/4),"When the multitudes heard it , they were astonished at his teaching .","And having heard , the multitudes were astonished at his teaching ;",5 - Highly Similar,,
234,3DQYSJDTYLBZCK1J2G9KN9GUVHAXEW,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,38BQUHLA9W0CGIDX8PF86NQW7D9MOX,A2OP2ZANIM5ZV,Approved,Wed Nov 27 08:42:08 PST 2019,Wed Nov 27 08:42:18 PST 2019,Sat Nov 30 08:42:18 PST 2019,Wed Nov 27 11:00:48 PST 2019,,,10,100% (90/90),100% (90/90),100% (90/90),"The mighty men of the armies also include Asahel the brother of Joab , Elhanan the son of Dodo of Bethlehem ,","And the mighty ones of the forces Asahel brother of Joab , Elhanan son of Dodo of Beth-Lehem ,",3,,
235,3DQYSJDTYLBZCK1J2G9KN9GUVHAXEW,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3E13VNJ1NNV5O7G5H8J52Y67XTG1IA,A168NGIUW93RV5,Approved,Wed Nov 27 08:43:22 PST 2019,Wed Nov 27 08:43:57 PST 2019,Sat Nov 30 08:43:57 PST 2019,Wed Nov 27 11:00:48 PST 2019,,,35,100% (86/86),100% (86/86),100% (86/86),"The mighty men of the armies also include Asahel the brother of Joab , Elhanan the son of Dodo of Bethlehem ,","And the mighty ones of the forces Asahel brother of Joab , Elhanan son of Dodo of Beth-Lehem ,",4,,
236,3DQYSJDTYLBZCK1J2G9KN9GUVHAXEW,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3R3YRB5GRF36RMO5781CW2NLVI8AUE,A14UJPO621M1X0,Approved,Wed Nov 27 08:41:21 PST 2019,Wed Nov 27 08:42:03 PST 2019,Sat Nov 30 08:42:03 PST 2019,Wed Nov 27 11:00:48 PST 2019,,,42,100% (35/35),100% (35/35),100% (35/35),"The mighty men of the armies also include Asahel the brother of Joab , Elhanan the son of Dodo of Bethlehem ,","And the mighty ones of the forces Asahel brother of Joab , Elhanan son of Dodo of Beth-Lehem ,",4,,
237,3Y3CZJSZ9KTFJ5MEIGAPUXOTH7PR5S,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3KOPY89HM82XTLEQMUIO2S048SG3JD,A168NGIUW93RV5,Approved,Wed Nov 27 08:36:47 PST 2019,Wed Nov 27 08:37:00 PST 2019,Sat Nov 30 08:37:00 PST 2019,Wed Nov 27 11:07:34 PST 2019,,,13,100% (86/86),100% (86/86),100% (86/86),"And when the disciples heard it , they were astonished exceedingly , saying , Who then can be saved ?","And when they had heard this , the disciples wondered very much , saying : Who then can be saved ?",1 - Not Similar At All,,
238,3Y3CZJSZ9KTFJ5MEIGAPUXOTH7PR5S,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3KYQYYSHYV79CO7KVWG5NX32YZFDO4,A3JC5R5HMP1XSA,Approved,Wed Nov 27 08:36:58 PST 2019,Wed Nov 27 08:45:19 PST 2019,Sat Nov 30 08:45:19 PST 2019,Wed Nov 27 11:07:35 PST 2019,,,501,100% (39/39),100% (39/39),100% (39/39),"And when the disciples heard it , they were astonished exceedingly , saying , Who then can be saved ?","And when they had heard this , the disciples wondered very much , saying : Who then can be saved ?",5 - Highly Similar,,
239,3Y3CZJSZ9KTFJ5MEIGAPUXOTH7PR5S,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3TVRFO09GKFF4994941PPN20JCLXL8,AJTHGXBMZJ3HE,Approved,Wed Nov 27 08:36:28 PST 2019,Wed Nov 27 08:52:14 PST 2019,Sat Nov 30 08:52:14 PST 2019,Wed Nov 27 11:07:35 PST 2019,,,946,100% (27/27),100% (27/27),100% (27/27),"And when the disciples heard it , they were astonished exceedingly , saying , Who then can be saved ?","And when they had heard this , the disciples wondered very much , saying : Who then can be saved ?",4,,
240,3UYRNV2KITZDRPDON70BXXTAI028NO,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3C8HJ7UOP7UOFMR4AYQPMLX0RH9MZW,A3SQ00HYQN7FYB,Approved,Wed Nov 27 08:36:19 PST 2019,Wed Nov 27 08:36:57 PST 2019,Sat Nov 30 08:36:57 PST 2019,Wed Nov 27 11:06:16 PST 2019,,,38,100% (123/123),100% (123/123),100% (123/123),So the people were scattered abroad throughout all the land of Egypt to gather stubble for straw .,And the people was scattered through all the land of Egypt to gather straw .,1 - Not Similar At All,,
241,3UYRNV2KITZDRPDON70BXXTAI028NO,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3CTOC39K37QFU4FDO6LEF9CKDU27JM,A168NGIUW93RV5,Approved,Wed Nov 27 08:36:33 PST 2019,Wed Nov 27 08:37:05 PST 2019,Sat Nov 30 08:37:05 PST 2019,Wed Nov 27 11:06:16 PST 2019,,,32,100% (86/86),100% (86/86),100% (86/86),So the people were scattered abroad throughout all the land of Egypt to gather stubble for straw .,And the people was scattered through all the land of Egypt to gather straw .,2,,
242,3UYRNV2KITZDRPDON70BXXTAI028NO,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3FPRZHYEPY76KGEK3JW75GBY3FN3VY,A2JAMNGL6SDAHQ,Approved,Wed Nov 27 08:37:01 PST 2019,Wed Nov 27 08:37:16 PST 2019,Sat Nov 30 08:37:16 PST 2019,Wed Nov 27 11:06:16 PST 2019,,,15,100% (56/56),100% (56/56),100% (56/56),So the people were scattered abroad throughout all the land of Egypt to gather stubble for straw .,And the people was scattered through all the land of Egypt to gather straw .,1 - Not Similar At All,,
243,38LRF35D5LW4LIRR8RH1KBDTAA33UJ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,30BXRYBRP4XYTDLO8EQ5VCVMTT8WH9,A1TIO97G4K0ZFF,Approved,Wed Nov 27 08:40:29 PST 2019,Wed Nov 27 08:43:09 PST 2019,Sat Nov 30 08:43:09 PST 2019,Wed Nov 27 10:59:29 PST 2019,,,160,100% (161/161),100% (161/161),100% (161/161),"having condemnation , because they have rejected their first pledge .","being guilty , because they have cast off their first faith .",3,,
244,38LRF35D5LW4LIRR8RH1KBDTAA33UJ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3A4TN5196KIPFFFJRNQ4JIOJ1DQCHG,A2B6IFOZY2D4A4,Approved,Wed Nov 27 08:40:23 PST 2019,Wed Nov 27 08:40:32 PST 2019,Sat Nov 30 08:40:32 PST 2019,Wed Nov 27 10:59:29 PST 2019,,,9,100% (208/208),100% (208/208),100% (208/208),"having condemnation , because they have rejected their first pledge .","being guilty , because they have cast off their first faith .",1 - Not Similar At All,,
245,38LRF35D5LW4LIRR8RH1KBDTAA33UJ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3LBXNTKX0RVK378VK7YZKEB5JI6X9D,A1TIYKHCE0YHKR,Approved,Wed Nov 27 08:41:03 PST 2019,Wed Nov 27 08:41:26 PST 2019,Sat Nov 30 08:41:26 PST 2019,Wed Nov 27 10:59:29 PST 2019,,,23,100% (25/25),100% (25/25),100% (25/25),"having condemnation , because they have rejected their first pledge .","being guilty , because they have cast off their first faith .",3,,
246,3WPCIUYH1A8N3XEZ1BX3SOD3I9LDT0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3F0BG9B9MPN5PTACA6MHPWR8QYC7YH,A2B6IFOZY2D4A4,Approved,Wed Nov 27 08:39:14 PST 2019,Wed Nov 27 08:39:27 PST 2019,Sat Nov 30 08:39:27 PST 2019,Wed Nov 27 11:06:52 PST 2019,,,13,100% (208/208),100% (208/208),100% (208/208),"then all the Jews returned out of all places whither they were driven , and came to the land of Judah , to Gedaliah , unto Mizpah , and gathered wine and summer fruits very much .","and all the Jews from all the places whither they have been driven , turn back and enter the land of Judah , unto Gedaliah , to Mizpah , and they gather wine and summer fruit -- very much .",5 - Highly Similar,,
247,3WPCIUYH1A8N3XEZ1BX3SOD3I9LDT0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3M0BCWMB8VWO20I28MG991SOYG2WBS,AMDW925P9IY2O,Approved,Wed Nov 27 08:37:58 PST 2019,Wed Nov 27 08:38:08 PST 2019,Sat Nov 30 08:38:08 PST 2019,Wed Nov 27 11:06:52 PST 2019,,,10,100% (1/1),100% (1/1),100% (1/1),"then all the Jews returned out of all places whither they were driven , and came to the land of Judah , to Gedaliah , unto Mizpah , and gathered wine and summer fruits very much .","and all the Jews from all the places whither they have been driven , turn back and enter the land of Judah , unto Gedaliah , to Mizpah , and they gather wine and summer fruit -- very much .",4,,
248,3WPCIUYH1A8N3XEZ1BX3SOD3I9LDT0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3PDJHANYK5G0ZY6IHWD1XIW95RD6HG,A1TIO97G4K0ZFF,Approved,Wed Nov 27 08:35:08 PST 2019,Wed Nov 27 08:37:07 PST 2019,Sat Nov 30 08:37:07 PST 2019,Wed Nov 27 11:06:52 PST 2019,,,119,100% (161/161),100% (161/161),100% (161/161),"then all the Jews returned out of all places whither they were driven , and came to the land of Judah , to Gedaliah , unto Mizpah , and gathered wine and summer fruits very much .","and all the Jews from all the places whither they have been driven , turn back and enter the land of Judah , unto Gedaliah , to Mizpah , and they gather wine and summer fruit -- very much .",4,,
