,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
160,3RIHDBQ1NEY02ITHEAFHXVX9GTJHMD,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,38BQUHLA9W0CGIDX8PF86NQW7DEOM4,AWJ0LF6A0LXJN,Approved,Wed Nov 27 08:51:41 PST 2019,Wed Nov 27 08:55:20 PST 2019,Sat Nov 30 08:55:20 PST 2019,Fri Nov 29 02:08:26 PST 2019,,,219,100% (124/124),100% (124/124),100% (124/124),And let Aaron 's name be placed on the rod of Levi : for there is to be one rod for the head of every family .,"and they , having gone away , found as he hath said to them , and they made ready the passover .",4,,
161,3RIHDBQ1NEY02ITHEAFHXVX9GTJHMD,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3D8YOU6S9EK54KC2HVK0GXLZZZN6UP,A3SQ00HYQN7FYB,Approved,Wed Nov 27 08:51:23 PST 2019,Wed Nov 27 08:51:31 PST 2019,Sat Nov 30 08:51:31 PST 2019,Fri Nov 29 02:08:26 PST 2019,,,8,100% (130/130),100% (130/130),100% (130/130),And let Aaron 's name be placed on the rod of Levi : for there is to be one rod for the head of every family .,"and they , having gone away , found as he hath said to them , and they made ready the passover .",4,,
162,3QGTX7BCHP2OLW85SX42G0QSQOA5Z1,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3D3VGR7TA0FER9X3UZRX4JMVI9DR3W,A3JD6IDODWJN98,Approved,Wed Nov 27 08:44:20 PST 2019,Wed Nov 27 09:13:22 PST 2019,Sat Nov 30 09:13:22 PST 2019,Fri Nov 29 02:08:25 PST 2019,,,1742,100% (25/25),100% (25/25),100% (25/25),"Shall any one teach God knowledge , who judgeth those that are high ?",Your carcasses shall lie in the wilderness .,1 - Not Similar At All,,
163,3QGTX7BCHP2OLW85SX42G0QSQOA5Z1,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3IFS6Q0HJIJ5IRFZURYPYZTGNTTSIL,AX3RDV6XXR1XB,Approved,Wed Nov 27 08:45:14 PST 2019,Wed Nov 27 08:45:22 PST 2019,Sat Nov 30 08:45:22 PST 2019,Fri Nov 29 02:08:25 PST 2019,,,8,100% (78/78),100% (78/78),100% (78/78),"Shall any one teach God knowledge , who judgeth those that are high ?",Your carcasses shall lie in the wilderness .,1 - Not Similar At All,,
164,3QGTX7BCHP2OLW85SX42G0QSQOA5Z1,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3ZGVPD4G6THSSHHOJVR18ZSSLPATZ9,AZYMR3317SUFN,Approved,Wed Nov 27 08:46:31 PST 2019,Wed Nov 27 08:46:36 PST 2019,Sat Nov 30 08:46:36 PST 2019,Fri Nov 29 02:08:25 PST 2019,,,5,100% (22/22),100% (22/22),100% (22/22),"Shall any one teach God knowledge , who judgeth those that are high ?",Your carcasses shall lie in the wilderness .,1 - Not Similar At All,,
165,336OE47KI2K1PVIFN128LUQ9MA7VW7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3F6KKYWMNB1RU378UHGS883X8PGDNV,A3BCGN11HDM8QR,Approved,Wed Nov 27 08:49:21 PST 2019,Wed Nov 27 08:49:27 PST 2019,Sat Nov 30 08:49:27 PST 2019,Wed Nov 27 11:37:44 PST 2019,,,6,100% (150/150),100% (150/150),100% (150/150),"And if any one say anything to you , ye shall say , The Lord has need of them , and straightway he will send them .","And as they are coming forth , lo , they brought to him a man dumb , a demoniac ,",3,,
166,336OE47KI2K1PVIFN128LUQ9MA7VW7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3OLQQLKKNSP03JUNBEZKLJ41ZH9JEN,A2B6IFOZY2D4A4,Approved,Wed Nov 27 08:44:17 PST 2019,Wed Nov 27 08:44:25 PST 2019,Sat Nov 30 08:44:25 PST 2019,Wed Nov 27 11:37:44 PST 2019,,,8,100% (212/212),100% (212/212),100% (212/212),"And if any one say anything to you , ye shall say , The Lord has need of them , and straightway he will send them .","And as they are coming forth , lo , they brought to him a man dumb , a demoniac ,",5 - Highly Similar,,
167,336OE47KI2K1PVIFN128LUQ9MA7VW7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3QL2OFSM96IHPB1UULLHO2LFNP2CNS,ACKF1WBCKVLY3,Approved,Wed Nov 27 08:46:18 PST 2019,Wed Nov 27 08:46:23 PST 2019,Sat Nov 30 08:46:23 PST 2019,Wed Nov 27 11:37:44 PST 2019,,,5,100% (149/149),100% (149/149),100% (149/149),"And if any one say anything to you , ye shall say , The Lord has need of them , and straightway he will send them .","And as they are coming forth , lo , they brought to him a man dumb , a demoniac ,",4,,
168,3VMV5CHJZ8FQFHOQ31YBY9G0V11TGQ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,35LDD5557A4TQRSIAXNFZ69NN82MKG,AH3W6E7W1EU0D,Approved,Wed Nov 27 08:48:31 PST 2019,Wed Nov 27 08:48:42 PST 2019,Sat Nov 30 08:48:42 PST 2019,Fri Nov 29 02:08:25 PST 2019,,,11,100% (71/71),100% (71/71),100% (71/71),"Yahweh spoke to Moses , saying ,","they say to him , `Teacher , this woman was taken in the very crime -- committing adultery ,",2,,
169,3VMV5CHJZ8FQFHOQ31YBY9G0V11TGQ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3H8DHMCCW9BQMXM5X4OCGGMTEU8KDU,A2HITRHQ441VHA,Approved,Wed Nov 27 08:44:39 PST 2019,Wed Nov 27 08:49:26 PST 2019,Sat Nov 30 08:49:26 PST 2019,Fri Nov 29 02:08:25 PST 2019,,,287,100% (97/97),100% (97/97),100% (97/97),"Yahweh spoke to Moses , saying ,","they say to him , `Teacher , this woman was taken in the very crime -- committing adultery ,",1 - Not Similar At All,,
170,3VMV5CHJZ8FQFHOQ31YBY9G0V11TGQ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3HMVI3QICJSRE7VALQ58OM0VNCFY1E,A3SQ00HYQN7FYB,Approved,Wed Nov 27 08:47:29 PST 2019,Wed Nov 27 08:47:36 PST 2019,Sat Nov 30 08:47:36 PST 2019,Fri Nov 29 02:08:25 PST 2019,,,7,100% (130/130),100% (130/130),100% (130/130),"Yahweh spoke to Moses , saying ,","they say to him , `Teacher , this woman was taken in the very crime -- committing adultery ,",2,,
171,3D1UCPY6GG96NLKE5OGWOJV4DJC384,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3IRIK4HM3AK9IQV2V4Z0MRZTSZDC6I,A3BCGN11HDM8QR,Approved,Wed Nov 27 08:46:06 PST 2019,Wed Nov 27 08:46:11 PST 2019,Sat Nov 30 08:46:11 PST 2019,Wed Nov 27 23:15:27 PST 2019,,,5,100% (150/150),100% (150/150),100% (150/150),"And David said to Gad , This is a hard decision for me to make : let us come into the hands of the Lord , for great are his mercies : let me not come into the hands of men .","And it shall be our righteousness if we take heed to do all these commandments before Jehovah our God , as he hath commanded us .",3,,
172,3D1UCPY6GG96NLKE5OGWOJV4DJC384,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3IXEICO792JQ47XDHQUQB1ZXGLDT6I,A14CLZWROI8UCS,Approved,Wed Nov 27 08:47:28 PST 2019,Wed Nov 27 08:48:02 PST 2019,Sat Nov 30 08:48:02 PST 2019,Wed Nov 27 23:15:27 PST 2019,,,34,100% (50/50),100% (50/50),100% (50/50),"And David said to Gad , This is a hard decision for me to make : let us come into the hands of the Lord , for great are his mercies : let me not come into the hands of men .","And it shall be our righteousness if we take heed to do all these commandments before Jehovah our God , as he hath commanded us .",2,,
173,3D1UCPY6GG96NLKE5OGWOJV4DJC384,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3U088ZLJVKTNIDFSA6JKPKW57C8W09,A2JUO3H5VTEEM1,Approved,Wed Nov 27 08:45:37 PST 2019,Wed Nov 27 08:45:42 PST 2019,Sat Nov 30 08:45:42 PST 2019,Wed Nov 27 23:15:27 PST 2019,,,5,100% (197/197),100% (197/197),100% (197/197),"And David said to Gad , This is a hard decision for me to make : let us come into the hands of the Lord , for great are his mercies : let me not come into the hands of men .","And it shall be our righteousness if we take heed to do all these commandments before Jehovah our God , as he hath commanded us .",4,,
174,3M47JKRKCX15K47WOQEUVM7ONAE86F,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,34HJIJKLP5WR2CXO3X1QFL34HFRV4J,A33TFZWRGY3ASF,Approved,Wed Nov 27 08:54:11 PST 2019,Wed Nov 27 08:54:20 PST 2019,Sat Nov 30 08:54:20 PST 2019,Wed Nov 27 23:17:32 PST 2019,,,9,100% (56/56),100% (56/56),100% (56/56),"вЂ”therefore , ye shepherds , hear the word of Jehovah .","And he goeth thence unto the inhabitants of Debir ( and the name of Debir formerly Kirjath-Sepher ) ,",2,,
175,3M47JKRKCX15K47WOQEUVM7ONAE86F,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3TU5ZICBRD10G5O9T1XTQAK1297Q8Q,AH3W6E7W1EU0D,Approved,Wed Nov 27 08:52:17 PST 2019,Wed Nov 27 08:52:24 PST 2019,Sat Nov 30 08:52:24 PST 2019,Wed Nov 27 23:17:32 PST 2019,,,7,100% (71/71),100% (71/71),100% (71/71),"вЂ”therefore , ye shepherds , hear the word of Jehovah .","And he goeth thence unto the inhabitants of Debir ( and the name of Debir formerly Kirjath-Sepher ) ,",2,,
176,3M47JKRKCX15K47WOQEUVM7ONAE86F,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3TXMY6UCAEO2S8EMADDYSWGKS0UCQK,A2MV1325939NBM,Approved,Wed Nov 27 08:55:13 PST 2019,Wed Nov 27 09:03:24 PST 2019,Sat Nov 30 09:03:24 PST 2019,Wed Nov 27 23:17:32 PST 2019,,,491,100% (65/65),100% (65/65),100% (65/65),"вЂ”therefore , ye shepherds , hear the word of Jehovah .","And he goeth thence unto the inhabitants of Debir ( and the name of Debir formerly Kirjath-Sepher ) ,",1 - Not Similar At All,,
177,3X2YVV51PU4L3J2HGNIJE6JTX60W1J,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3AAPLD8UCCH61WHUD9LU8SONPZSHT6,A2JUO3H5VTEEM1,Approved,Wed Nov 27 08:44:42 PST 2019,Wed Nov 27 08:44:56 PST 2019,Sat Nov 30 08:44:56 PST 2019,Fri Nov 29 02:08:25 PST 2019,,,14,100% (197/197),100% (197/197),100% (197/197),"But love your enemies , and do them good , and lend , never despairing ; and your reward shall be great , and ye shall be sons of the Most High : for he is kind toward the unthankful and evil .","[ Nun . ] A lamp to my foot Thy word , And a light to my path .",1 - Not Similar At All,,
178,3X2YVV51PU4L3J2HGNIJE6JTX60W1J,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3NPI0JQDAO5YEDFIWMTZH1QEBQ2PTJ,A1PR75OOJOLBA2,Approved,Wed Nov 27 08:44:53 PST 2019,Wed Nov 27 08:44:58 PST 2019,Sat Nov 30 08:44:58 PST 2019,Fri Nov 29 02:08:26 PST 2019,,,5,100% (191/191),100% (191/191),100% (191/191),"But love your enemies , and do them good , and lend , never despairing ; and your reward shall be great , and ye shall be sons of the Most High : for he is kind toward the unthankful and evil .","[ Nun . ] A lamp to my foot Thy word , And a light to my path .",2,,
179,3X2YVV51PU4L3J2HGNIJE6JTX60W1J,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3QL2OFSM96IHPB1UULLHO2LFNP1NC2,A1WPM0D7KN3N50,Approved,Wed Nov 27 08:44:39 PST 2019,Wed Nov 27 08:44:53 PST 2019,Sat Nov 30 08:44:53 PST 2019,Fri Nov 29 02:08:26 PST 2019,,,14,100% (70/70),100% (70/70),100% (70/70),"But love your enemies , and do them good , and lend , never despairing ; and your reward shall be great , and ye shall be sons of the Most High : for he is kind toward the unthankful and evil .","[ Nun . ] A lamp to my foot Thy word , And a light to my path .",4,,
180,3P520RYKCH67ZXEVMA5UZ8BDO6V5UC,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3300DTYQT2HHP6Y064JTIKGNDC4QEO,A150TO1H8RJKUV,Submitted,Wed Nov 27 08:50:51 PST 2019,Wed Nov 27 08:51:11 PST 2019,Sat Nov 30 08:51:11 PST 2019,,,,20,100% (10/10),100% (10/10),100% (10/10),"What wilt thou that I shall do to thee ? And he said , Lord , that I may see .","Here is my Father 's glory , in that you give much fruit and so are my true disciples .",1 - Not Similar At All,,
181,3P520RYKCH67ZXEVMA5UZ8BDO6V5UC,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3GGAI1SQEVYB7TGUIK6HBNWFIZWMC6,A3OHBQIGR1QMK9,Submitted,Wed Nov 27 08:53:27 PST 2019,Wed Nov 27 08:54:50 PST 2019,Sat Nov 30 08:54:50 PST 2019,,,,83,100% (13/13),100% (13/13),100% (13/13),"What wilt thou that I shall do to thee ? And he said , Lord , that I may see .","Here is my Father 's glory , in that you give much fruit and so are my true disciples .",3,,
182,3P520RYKCH67ZXEVMA5UZ8BDO6V5UC,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3L70J4KAZGMKAKDJLDBNM2JX9IIAD9,A12BPQY35PARUO,Submitted,Wed Nov 27 08:51:58 PST 2019,Wed Nov 27 08:52:07 PST 2019,Sat Nov 30 08:52:07 PST 2019,,,,9,100% (47/47),100% (47/47),100% (47/47),"What wilt thou that I shall do to thee ? And he said , Lord , that I may see .","Here is my Father 's glory , in that you give much fruit and so are my true disciples .",1 - Not Similar At All,,
183,3SX4X51T8099SY6FLKK28DZAYY8AOA,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3SNVL38CI4SGH5GRX8T1WA4BTU1KCZ,A1O4AAQX2KCD3N,Approved,Wed Nov 27 08:53:38 PST 2019,Wed Nov 27 08:54:01 PST 2019,Sat Nov 30 08:54:01 PST 2019,Fri Nov 29 02:08:26 PST 2019,,,23,100% (33/33),100% (33/33),100% (33/33),"The mighty men of the armies also include Asahel the brother of Joab , Elhanan the son of Dodo of Bethlehem ,",For you have taken away my silver and my gold : and my desirable and most beautiful things you have carried into your temples .,2,,
184,3SX4X51T8099SY6FLKK28DZAYY8AOA,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3X66WABAJWIN2JOPEOXL5F8OG07G3U,A1TIO97G4K0ZFF,Approved,Wed Nov 27 08:54:21 PST 2019,Wed Nov 27 08:56:59 PST 2019,Sat Nov 30 08:56:59 PST 2019,Fri Nov 29 02:08:27 PST 2019,,,158,100% (166/166),100% (166/166),100% (166/166),"The mighty men of the armies also include Asahel the brother of Joab , Elhanan the son of Dodo of Bethlehem ,",For you have taken away my silver and my gold : and my desirable and most beautiful things you have carried into your temples .,2,,
185,3SX4X51T8099SY6FLKK28DZAYY8AOA,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3ZDAD0O1T1D3NMH9ID3GBECHDPEXTI,A2G44A4ZPWRPXU,Approved,Wed Nov 27 08:50:45 PST 2019,Wed Nov 27 08:58:53 PST 2019,Sat Nov 30 08:58:53 PST 2019,Fri Nov 29 02:08:27 PST 2019,,,488,100% (48/48),100% (48/48),100% (48/48),"The mighty men of the armies also include Asahel the brother of Joab , Elhanan the son of Dodo of Bethlehem ,",For you have taken away my silver and my gold : and my desirable and most beautiful things you have carried into your temples .,3,,
186,3MGHRFQY2LPPLZCZZ5W7LYLZ3MV0YK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,339ANSOTR527U82RPIPN7D266ZHIKV,A2FJDUJZ38B9XL,Approved,Wed Nov 27 08:47:21 PST 2019,Wed Nov 27 08:47:28 PST 2019,Sat Nov 30 08:47:28 PST 2019,Wed Nov 27 23:17:46 PST 2019,,,7,100% (28/28),100% (28/28),100% (28/28),"Jehovah hath done great things for us , Whereof we are glad .","The son of Amarias , the son of Azarias , the son of Maraioth ,",1 - Not Similar At All,,
187,3MGHRFQY2LPPLZCZZ5W7LYLZ3MV0YK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3GNA64GUZE4HTN57V3QQEQAA0J35Q0,A2074VMS950Q3V,Approved,Wed Nov 27 08:45:38 PST 2019,Wed Nov 27 08:46:12 PST 2019,Sat Nov 30 08:46:12 PST 2019,Wed Nov 27 23:17:46 PST 2019,,,34,100% (12/12),100% (12/12),100% (12/12),"Jehovah hath done great things for us , Whereof we are glad .","The son of Amarias , the son of Azarias , the son of Maraioth ,",2,,
188,3MGHRFQY2LPPLZCZZ5W7LYLZ3MV0YK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3UOUJI6MTDEINZWYIITQGAYJW3IUX3,AYYSG3O9FNU15,Approved,Wed Nov 27 08:45:02 PST 2019,Wed Nov 27 08:45:56 PST 2019,Sat Nov 30 08:45:56 PST 2019,Wed Nov 27 23:17:46 PST 2019,,,54,100% (6/6),100% (6/6),100% (6/6),"Jehovah hath done great things for us , Whereof we are glad .","The son of Amarias , the son of Azarias , the son of Maraioth ,",1 - Not Similar At All,,
189,3K3IX1W4S6RRDYIG0KXHXD40834APR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3D3VGR7TA0FER9X3UZRX4JMVI9GR3Z,A3CCO4SVP8T75H,Approved,Wed Nov 27 08:51:25 PST 2019,Wed Nov 27 08:51:36 PST 2019,Sat Nov 30 08:51:36 PST 2019,Wed Nov 27 23:17:01 PST 2019,,,11,100% (6/6),100% (6/6),100% (6/6),"So you are to make the Levites separate from the children of Israel , and the Levites will be mine .","and Sarah seeth the son of Hagar the Egyptian , whom she hath borne to Abraham , mocking ,",1 - Not Similar At All,,
190,3K3IX1W4S6RRDYIG0KXHXD40834APR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3DPNQGW4LLF6NMIN2PTI3TN50O764E,A2PQV1A2D4CG52,Approved,Wed Nov 27 12:59:43 PST 2019,Wed Nov 27 13:00:34 PST 2019,Sat Nov 30 13:00:34 PST 2019,Wed Nov 27 23:17:01 PST 2019,,,51,100% (111/111),100% (111/111),100% (111/111),"So you are to make the Levites separate from the children of Israel , and the Levites will be mine .","and Sarah seeth the son of Hagar the Egyptian , whom she hath borne to Abraham , mocking ,",3,,
191,3K3IX1W4S6RRDYIG0KXHXD40834APR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,3GFK2QRXX9HMDK1T7CPW6FSWOKMW5X,A1NRZ7O1TEJB1V,Approved,Wed Nov 27 08:51:07 PST 2019,Wed Nov 27 08:51:19 PST 2019,Sat Nov 30 08:51:19 PST 2019,Wed Nov 27 23:17:01 PST 2019,,,12,100% (31/31),100% (31/31),100% (31/31),"So you are to make the Levites separate from the children of Israel , and the Levites will be mine .","and Sarah seeth the son of Hagar the Egyptian , whom she hath borne to Abraham , mocking ,",4,,
192,3HEM8MA6H9CJ0EPXPGU3NDJ5CLPQPD,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,33SA9F9TRXUM93UMIDIZA9Y91DJEWE,AWJ0LF6A0LXJN,Approved,Wed Nov 27 08:46:07 PST 2019,Wed Nov 27 08:48:45 PST 2019,Sat Nov 30 08:48:45 PST 2019,Wed Nov 27 23:16:24 PST 2019,,,158,100% (124/124),100% (124/124),100% (124/124),"See , the nations are to him like a drop hanging from a bucket , and like the small dust in the scales : he takes up the islands like small dust .","For fear of the great body of people , or for fear that families might make sport of me , so that I kept quiet , and did not go out of my door ;",3,,
193,3HEM8MA6H9CJ0EPXPGU3NDJ5CLPQPD,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,34FNN24DCM9Q2PWTMD7KRCDCZSJY5V,A2BA1R9MAHHWJH,Approved,Wed Nov 27 08:45:38 PST 2019,Wed Nov 27 08:46:59 PST 2019,Sat Nov 30 08:46:59 PST 2019,Wed Nov 27 23:16:24 PST 2019,,,81,100% (68/68),100% (68/68),100% (68/68),"See , the nations are to him like a drop hanging from a bucket , and like the small dust in the scales : he takes up the islands like small dust .","For fear of the great body of people , or for fear that families might make sport of me , so that I kept quiet , and did not go out of my door ;",3,,
194,3HEM8MA6H9CJ0EPXPGU3NDJ5CLPQPD,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,36AHBNMV1RCL62BM1JP3PO14C9IDYJ,A1RP234EJ8NH7K,Approved,Wed Nov 27 08:45:45 PST 2019,Wed Nov 27 08:46:05 PST 2019,Sat Nov 30 08:46:05 PST 2019,Wed Nov 27 23:16:24 PST 2019,,,20,100% (74/74),100% (74/74),100% (74/74),"See , the nations are to him like a drop hanging from a bucket , and like the small dust in the scales : he takes up the islands like small dust .","For fear of the great body of people , or for fear that families might make sport of me , so that I kept quiet , and did not go out of my door ;",5 - Highly Similar,,
195,3J06WJ78HNKOA6IAXRXCZS7VF15VVX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851009;OriginalHitTemplateId:928390905;,14400,33F859I566D65ANDDNU98YI1JSSBHA,A3BCGN11HDM8QR,Approved,Wed Nov 27 08:44:07 PST 2019,Wed Nov 27 08:44:13 PST 2019,Sat Nov 30 08:44:13 PST 2019,Wed Nov 27 23:16:47 PST 2019,,,6,100% (150/150),100% (150/150),100% (150/150),So the people were scattered abroad throughout all the land of Egypt to gather stubble for straw .,"Then king Darius wrote unto all peoples , nations , and languages , that dwell in all the earth : Peace be multiplied unto you .",3,,
