,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
286,3HEADTGN2PSWHZ1TO7S2YVISUVZRV7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3LBXNTKX0RVK378VK7YZKEB5JJWX95,A3V8FN8YW3YHAV,Submitted,Wed Nov 27 09:20:04 PST 2019,Wed Nov 27 09:20:15 PST 2019,Sat Nov 30 09:20:15 PST 2019,,,,11,100% (31/31),100% (31/31),100% (31/31),"i think i would most likely not recommend it , at least i did not have to pay to watch it !","i did not have to pay to see it , but i do not know if i would recommend it .",3,,
287,3HEADTGN2PSWHZ1TO7S2YVISUVZRV7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3Q8GYXHFEP2DZMVOQLPVULLTW5Q5CL,ACB2YU5F07TX0,Submitted,Wed Nov 27 09:19:56 PST 2019,Wed Nov 27 09:20:02 PST 2019,Sat Nov 30 09:20:02 PST 2019,,,,6,100% (38/38),100% (38/38),100% (38/38),"i think i would most likely not recommend it , at least i did not have to pay to watch it !","i did not have to pay to see it , but i do not know if i would recommend it .",3,,
288,3EPG8DX9LKQU7S6Z5O60P2OEGP9P56,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3NQL1CS15R870JB8S4PXVA7BCH9VYP,A1U9XC376J6ZQ2,Submitted,Wed Nov 27 09:19:35 PST 2019,Wed Nov 27 09:19:43 PST 2019,Sat Nov 30 09:19:43 PST 2019,,,,8,100% (2/2),100% (2/2),100% (2/2),he is a businessman and spend s his money on whatever he wishes .,he ' s a businessman . . . he spend s his money on whatever he wants .,5 - Highly Similar,,
289,3EPG8DX9LKQU7S6Z5O60P2OEGP9P56,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3QY5DC2MXRK1ND5DION4A3YCSZBUF3,A2JAMNGL6SDAHQ,Submitted,Wed Nov 27 09:20:54 PST 2019,Wed Nov 27 09:21:28 PST 2019,Sat Nov 30 09:21:28 PST 2019,,,,34,100% (97/97),100% (97/97),100% (97/97),he is a businessman and spend s his money on whatever he wishes .,he ' s a businessman . . . he spend s his money on whatever he wants .,2,,
290,3EPG8DX9LKQU7S6Z5O60P2OEGP9P56,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3WJ1OXY92AG8TPHS45070A5WYS58AN,A2ZZW6KME1FUDU,Submitted,Wed Nov 27 09:18:47 PST 2019,Wed Nov 27 09:49:58 PST 2019,Sat Nov 30 09:49:58 PST 2019,,,,1871,100% (28/28),100% (28/28),100% (28/28),he is a businessman and spend s his money on whatever he wishes .,he ' s a businessman . . . he spend s his money on whatever he wants .,5 - Highly Similar,,
291,3HRWUH63QU2U47UMP9T8LDJJGA9N59,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3HMVI3QICJSRE7VALQ58OM0VND81YC,AR9D5722RS6OC,Submitted,Wed Nov 27 09:26:51 PST 2019,Wed Nov 27 09:26:59 PST 2019,Sat Nov 30 09:26:59 PST 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),it is hard to get the attention of celebrities .,you will likely never have a rock star fall in love with you .,4,,
292,3HRWUH63QU2U47UMP9T8LDJJGA9N59,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3S06PH7KSR4OGW0JPUIUB1QU5PZ1D1,A36JOP57WZ4G52,Submitted,Wed Nov 27 09:22:36 PST 2019,Wed Nov 27 09:23:02 PST 2019,Sat Nov 30 09:23:02 PST 2019,,,,26,100% (13/13),100% (13/13),100% (13/13),it is hard to get the attention of celebrities .,you will likely never have a rock star fall in love with you .,1 - Not Similar At All,,
293,3HRWUH63QU2U47UMP9T8LDJJGA9N59,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3ZSANO2JCF7L80D9TJS4V2GO72SFSA,A3BCGN11HDM8QR,Submitted,Wed Nov 27 09:23:29 PST 2019,Wed Nov 27 09:23:34 PST 2019,Sat Nov 30 09:23:34 PST 2019,,,,5,100% (329/329),100% (329/329),100% (329/329),it is hard to get the attention of celebrities .,you will likely never have a rock star fall in love with you .,3,,
294,3D4BBDG7ZHW8ZOARM0W1Q5RN3A4C3Q,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,35K3O9HUABDKYH8RSO8Z6LC96BLEFA,A2SN4E7PX1NCLY,Submitted,Wed Nov 27 09:25:34 PST 2019,Wed Nov 27 09:26:05 PST 2019,Sat Nov 30 09:26:05 PST 2019,,,,31,100% (23/23),100% (23/23),100% (23/23),"love no doubt , i do not like g we n ste f ani , with the exception of her song titled cool .","i do not like g we n ste f ani except for her song "" cool "".",1 - Not Similar At All,,
295,3D4BBDG7ZHW8ZOARM0W1Q5RN3A4C3Q,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,37UEWGM5HT8IH6JO7VDEGQ7YKQQR1X,A2Z5WHZ0A2JJ6A,Submitted,Wed Nov 27 09:24:11 PST 2019,Wed Nov 27 09:24:33 PST 2019,Sat Nov 30 09:24:33 PST 2019,,,,22,100% (41/41),100% (41/41),100% (41/41),"love no doubt , i do not like g we n ste f ani , with the exception of her song titled cool .","i do not like g we n ste f ani except for her song "" cool "".",4,,
296,3D4BBDG7ZHW8ZOARM0W1Q5RN3A4C3Q,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3P529IW9KYLY4NIJ9AV3JG2TF8MFLY,AR9D5722RS6OC,Submitted,Wed Nov 27 09:25:55 PST 2019,Wed Nov 27 09:26:05 PST 2019,Sat Nov 30 09:26:05 PST 2019,,,,10,0% (0/0),0% (0/0),0% (0/0),"love no doubt , i do not like g we n ste f ani , with the exception of her song titled cool .","i do not like g we n ste f ani except for her song "" cool "".",4,,
297,368IUKXGA58QQW6DA7G5H82ECKKP6M,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,34S9DKFK73PUSE2ZQD36LTDYQE7NY0,AIGGM6XFP71WQ,Submitted,Wed Nov 27 09:19:52 PST 2019,Wed Nov 27 09:20:22 PST 2019,Sat Nov 30 09:20:22 PST 2019,,,,30,100% (11/11),100% (11/11),100% (11/11),you will find many source s .,and you will receive many source s .,4,,
298,368IUKXGA58QQW6DA7G5H82ECKKP6M,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3P59JYT76LK2M6ECUOINLOIL0HXT2P,A1TIO97G4K0ZFF,Submitted,Wed Nov 27 09:18:47 PST 2019,Wed Nov 27 09:18:54 PST 2019,Sat Nov 30 09:18:54 PST 2019,,,,7,100% (247/247),100% (247/247),100% (247/247),you will find many source s .,and you will receive many source s .,3,,
299,368IUKXGA58QQW6DA7G5H82ECKKP6M,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3UJ1CZ6IZHPT63KKN7FV9QPBI8BS51,ACB2YU5F07TX0,Submitted,Wed Nov 27 09:19:40 PST 2019,Wed Nov 27 09:19:45 PST 2019,Sat Nov 30 09:19:45 PST 2019,,,,5,100% (38/38),100% (38/38),100% (38/38),you will find many source s .,and you will receive many source s .,3,,
300,3D3B8GE892RD8F8B8EJH1ITG2LSP9X,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,36U2A8VAG1ZTK8HWT0BQT1WUWJ1KYR,A1RP234EJ8NH7K,Submitted,Wed Nov 27 09:18:22 PST 2019,Wed Nov 27 09:18:26 PST 2019,Sat Nov 30 09:18:26 PST 2019,,,,4,100% (108/108),100% (108/108),100% (108/108),it remind s me of an old beat les song .,it remind s me of an old song from the beat les .,5 - Highly Similar,,
301,3D3B8GE892RD8F8B8EJH1ITG2LSP9X,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3BXQMRHWKZY7TNXU4BRH5TILP0MMU1,A36JOP57WZ4G52,Submitted,Wed Nov 27 09:19:27 PST 2019,Wed Nov 27 09:19:57 PST 2019,Sat Nov 30 09:19:57 PST 2019,,,,30,100% (13/13),100% (13/13),100% (13/13),it remind s me of an old beat les song .,it remind s me of an old song from the beat les .,1 - Not Similar At All,,
302,3D3B8GE892RD8F8B8EJH1ITG2LSP9X,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3D4CH1LGEAT9HLD5VXYVWSBAGT0G9W,A2OP2ZANIM5ZV,Submitted,Wed Nov 27 09:18:42 PST 2019,Wed Nov 27 09:18:58 PST 2019,Sat Nov 30 09:18:58 PST 2019,,,,16,100% (167/167),100% (167/167),100% (167/167),it remind s me of an old beat les song .,it remind s me of an old song from the beat les .,3,,
303,36U4VBVNQODW4KCTJHIX29G9GOQRUI,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3IGI0VL647KIY0YXKQU8J2FWC4BNOS,A2JUO3H5VTEEM1,Submitted,Wed Nov 27 09:23:08 PST 2019,Wed Nov 27 09:23:15 PST 2019,Sat Nov 30 09:23:15 PST 2019,,,,7,100% (354/354),100% (354/354),100% (354/354),there is nothing wrong with her asking for your telephone number .,there is nothing wrong with her  taking your number .,5 - Highly Similar,,
304,36U4VBVNQODW4KCTJHIX29G9GOQRUI,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3NOKK93PR18SS38VXDOTO3R9UA1EEN,A2C73Y1COWCA51,Submitted,Wed Nov 27 09:19:09 PST 2019,Wed Nov 27 09:19:18 PST 2019,Sat Nov 30 09:19:18 PST 2019,,,,9,100% (3/3),100% (3/3),100% (3/3),there is nothing wrong with her asking for your telephone number .,there is nothing wrong with her  taking your number .,4,,
305,36U4VBVNQODW4KCTJHIX29G9GOQRUI,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3TAYZSBPLL81761X5ODXBJMZYYKS20,A1ARIECD8PX7OT,Submitted,Wed Nov 27 09:19:45 PST 2019,Wed Nov 27 09:19:53 PST 2019,Sat Nov 30 09:19:53 PST 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),there is nothing wrong with her asking for your telephone number .,there is nothing wrong with her  taking your number .,5 - Highly Similar,,
306,3PCPFX4U40Q79103BDYYBJ51AFAFQ7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3X0H8UUIT1ONJMZ4J824ZQ2O25JSWM,A1LZXNOD36P7C4,Submitted,Wed Nov 27 09:24:51 PST 2019,Wed Nov 27 09:25:33 PST 2019,Sat Nov 30 09:25:33 PST 2019,,,,42,100% (66/66),100% (66/66),100% (66/66),"yes , you do have to pay to listen to the music , but it is much better than listening to free music that is not as good .","you must pay to listen to it , but that certainly is better than listening to items of less er quality for free .",5 - Highly Similar,,
307,3PCPFX4U40Q79103BDYYBJ51AFAFQ7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3X65QVEQI0NR1BY9I852BAHQIVTCLJ,A2GZNOA5CIVKUB,Submitted,Wed Nov 27 09:24:19 PST 2019,Wed Nov 27 09:24:22 PST 2019,Sat Nov 30 09:24:22 PST 2019,,,,3,100% (1/1),100% (1/1),100% (1/1),"yes , you do have to pay to listen to the music , but it is much better than listening to free music that is not as good .","you must pay to listen to it , but that certainly is better than listening to items of less er quality for free .",3,,
308,3PCPFX4U40Q79103BDYYBJ51AFAFQ7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3ZSANO2JCF7L80D9TJS4V2GO72TFSB,A1540UBS9SMV3Q,Submitted,Wed Nov 27 09:24:48 PST 2019,Wed Nov 27 09:25:01 PST 2019,Sat Nov 30 09:25:01 PST 2019,,,,13,100% (61/61),100% (61/61),100% (61/61),"yes , you do have to pay to listen to the music , but it is much better than listening to free music that is not as good .","you must pay to listen to it , but that certainly is better than listening to items of less er quality for free .",2,,
309,3X2YVV51PU4L3J2HGNIJE6JTX681WW,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3634BBTX0OUWEMADO7YQR0A1Y4NFIF,A24JKHC4HTY6CD,Submitted,Wed Nov 27 09:19:29 PST 2019,Wed Nov 27 09:31:18 PST 2019,Sat Nov 30 09:31:18 PST 2019,,,,709,100% (70/70),100% (70/70),100% (70/70),"ha ha , that is why i am not seeing anyone !",this is why i am single .,4,,
310,3X2YVV51PU4L3J2HGNIJE6JTX681WW,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,39RP059MEHTSXOOO4KAM03QX0FGBMA,AGGJUBFTYXCCZ,Submitted,Wed Nov 27 09:20:14 PST 2019,Wed Nov 27 09:20:19 PST 2019,Sat Nov 30 09:20:19 PST 2019,,,,5,100% (1/1),100% (1/1),100% (1/1),"ha ha , that is why i am not seeing anyone !",this is why i am single .,3,,
311,3X2YVV51PU4L3J2HGNIJE6JTX681WW,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3VZLGYJEYLAZ9YQ8O5SYX2DYYMOXZO,A1Q890R4148O5G,Submitted,Wed Nov 27 09:23:33 PST 2019,Wed Nov 27 09:23:45 PST 2019,Sat Nov 30 09:23:45 PST 2019,,,,12,100% (74/74),100% (74/74),100% (74/74),"ha ha , that is why i am not seeing anyone !",this is why i am single .,4,,
312,3VGET1QSZ0ZZE5HJ53ZSFGA60S7W7N,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,36U2A8VAG1ZTK8HWT0BQT1WUWJ2KYS,A2YD53VKHR3BED,Submitted,Wed Nov 27 09:19:36 PST 2019,Wed Nov 27 09:20:01 PST 2019,Sat Nov 30 09:20:01 PST 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),""" n um m ile "" is a very authentic film .",eight - m ile is the real deal .,1 - Not Similar At All,,
313,3VGET1QSZ0ZZE5HJ53ZSFGA60S7W7N,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3EA3QWIZ4IV6XRSEJR3F84P2PDVTI1,A1SK0GV4SSOH1A,Submitted,Wed Nov 27 09:20:15 PST 2019,Wed Nov 27 09:20:20 PST 2019,Sat Nov 30 09:20:20 PST 2019,,,,5,100% (175/175),100% (175/175),100% (175/175),""" n um m ile "" is a very authentic film .",eight - m ile is the real deal .,2,,
314,3VGET1QSZ0ZZE5HJ53ZSFGA60S7W7N,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3YT88D1N08YS45K84FI0370HNI83K6,A1TIO97G4K0ZFF,Submitted,Wed Nov 27 09:20:21 PST 2019,Wed Nov 27 09:20:57 PST 2019,Sat Nov 30 09:20:57 PST 2019,,,,36,100% (247/247),100% (247/247),100% (247/247),""" n um m ile "" is a very authentic film .",eight - m ile is the real deal .,2,,
315,32TMVRKDGNYR5H3I52LFYONARJF48X,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,39ZSFO5CA8WHSFR91EEPP1Q4L6SUJ6,AGGJUBFTYXCCZ,Submitted,Wed Nov 27 09:20:56 PST 2019,Wed Nov 27 09:21:04 PST 2019,Sat Nov 30 09:21:04 PST 2019,,,,8,100% (1/1),100% (1/1),100% (1/1),there is nothing wrong with him ; he simpl y has strong opinions and is frank .,there is nothing wrong with him . he me rely has many opinions and is honest .,5 - Highly Similar,,
316,32TMVRKDGNYR5H3I52LFYONARJF48X,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3I02618YA06DEQU7WRJ9MXCGU5YPU1,A1TIO97G4K0ZFF,Submitted,Wed Nov 27 09:21:13 PST 2019,Wed Nov 27 09:21:21 PST 2019,Sat Nov 30 09:21:21 PST 2019,,,,8,100% (247/247),100% (247/247),100% (247/247),there is nothing wrong with him ; he simpl y has strong opinions and is frank .,there is nothing wrong with him . he me rely has many opinions and is honest .,2,,
317,32TMVRKDGNYR5H3I52LFYONARJF48X,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3RJSC4XJ10UT5U08E5WBZKJSNGS50R,A1LZXNOD36P7C4,Submitted,Wed Nov 27 09:18:28 PST 2019,Wed Nov 27 09:18:40 PST 2019,Sat Nov 30 09:18:40 PST 2019,,,,12,100% (66/66),100% (66/66),100% (66/66),there is nothing wrong with him ; he simpl y has strong opinions and is frank .,there is nothing wrong with him . he me rely has many opinions and is honest .,5 - Highly Similar,,
318,3WUVMVA7OB3LR2KMNTVJOB6EI2HZA7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3IFS6Q0HJIJ5IRFZURYPYZTGNUISIC,A1U9XC376J6ZQ2,Submitted,Wed Nov 27 09:21:05 PST 2019,Wed Nov 27 09:21:14 PST 2019,Sat Nov 30 09:21:14 PST 2019,,,,9,100% (2/2),100% (2/2),100% (2/2),her reply to him saying no is ' you will be when the t ide comes in . ',"he says "" no "" and she says "" well , you will be when the t ide comes in .""",3,,
319,3WUVMVA7OB3LR2KMNTVJOB6EI2HZA7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3JV9LGBJWTECO8HBXMHDTI6ZBSPGOD,AI521GBL3HJSC,Submitted,Wed Nov 27 09:22:58 PST 2019,Wed Nov 27 09:23:10 PST 2019,Sat Nov 30 09:23:10 PST 2019,,,,12,0% (0/0),0% (0/0),0% (0/0),her reply to him saying no is ' you will be when the t ide comes in . ',"he says "" no "" and she says "" well , you will be when the t ide comes in .""",3,,
320,3WUVMVA7OB3LR2KMNTVJOB6EI2HZA7,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3LOTDFNYA7ZEFHUIDO25SRJ9DFMFWN,A2LKB11B1PALLY,Submitted,Wed Nov 27 09:19:57 PST 2019,Wed Nov 27 09:20:16 PST 2019,Sat Nov 30 09:20:16 PST 2019,,,,19,100% (2/2),100% (2/2),100% (2/2),her reply to him saying no is ' you will be when the t ide comes in . ',"he says "" no "" and she says "" well , you will be when the t ide comes in .""",4,,
321,3RWB1RTQDJNDUAP13MD31MY5IFAP88,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3EJJQNKU9R5TLH429KGZ8DN51FJHRJ,A2GZNOA5CIVKUB,Submitted,Wed Nov 27 09:19:24 PST 2019,Wed Nov 27 09:19:29 PST 2019,Sat Nov 30 09:19:29 PST 2019,,,,5,100% (1/1),100% (1/1),100% (1/1),and you ' re attracted to a lesbian and you do not identif y as a lesbian . that is completely nonsens ical .,you like a lesbian and you are not a lesbian . it makes no sense .,5 - Highly Similar,,
322,3RWB1RTQDJNDUAP13MD31MY5IFAP88,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3J2UYBXQQLCPOY0MJO6GRQXSJB3608,A21IZYCFI4AUYU,Submitted,Wed Nov 27 09:18:45 PST 2019,Wed Nov 27 09:18:54 PST 2019,Sat Nov 30 09:18:54 PST 2019,,,,9,100% (83/83),100% (83/83),100% (83/83),and you ' re attracted to a lesbian and you do not identif y as a lesbian . that is completely nonsens ical .,you like a lesbian and you are not a lesbian . it makes no sense .,3,,
323,3RWB1RTQDJNDUAP13MD31MY5IFAP88,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3R6P78PK7KBS10MJT33CNSCMA02TG8,A2Z5WHZ0A2JJ6A,Submitted,Wed Nov 27 09:19:01 PST 2019,Wed Nov 27 09:19:24 PST 2019,Sat Nov 30 09:19:24 PST 2019,,,,23,100% (41/41),100% (41/41),100% (41/41),and you ' re attracted to a lesbian and you do not identif y as a lesbian . that is completely nonsens ical .,you like a lesbian and you are not a lesbian . it makes no sense .,5 - Highly Similar,,
324,3K1H3NEY7LZJYSSTHBYWT5YESFLDGZ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3CCZ6YKWR7JB1OOLE1F4SVKLQK095L,A1P622HXQAJ990,Submitted,Wed Nov 27 09:37:50 PST 2019,Wed Nov 27 09:37:55 PST 2019,Sat Nov 30 09:37:55 PST 2019,,,,5,100% (1/1),100% (1/1),100% (1/1),i cannot see my life without my husband .,i cannot imagine my life without my husband .,5 - Highly Similar,,
325,3K1H3NEY7LZJYSSTHBYWT5YESFLDGZ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3QIYRE09Y3HX28RWEOWX762OJT41NM,A1PR75OOJOLBA2,Submitted,Wed Nov 27 09:26:44 PST 2019,Wed Nov 27 09:26:48 PST 2019,Sat Nov 30 09:26:48 PST 2019,,,,4,100% (328/328),100% (328/328),100% (328/328),i cannot see my life without my husband .,i cannot imagine my life without my husband .,3,,
326,3K1H3NEY7LZJYSSTHBYWT5YESFLDGZ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851033;OriginalHitTemplateId:928390905;,14400,3YDGXNSEOZUTR01BV4QGN7JW6ID48C,A28V6LPUTG5WR1,Submitted,Wed Nov 27 09:24:02 PST 2019,Wed Nov 27 09:24:21 PST 2019,Sat Nov 30 09:24:21 PST 2019,,,,19,100% (14/14),100% (14/14),100% (14/14),i cannot see my life without my husband .,i cannot imagine my life without my husband .,5 - Highly Similar,,
