,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
492,302U8RURJZ1B2191V0BLPBDITYCVNP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,32KTQ2V7RDF99V9R60WQ9XV7CFN9M8,A1SK0GV4SSOH1A,Submitted,Wed Nov 27 09:33:49 PST 2019,Wed Nov 27 09:33:55 PST 2019,Sat Nov 30 09:33:55 PST 2019,,,,6,100% (206/206),100% (206/206),100% (206/206),he will love you so much more ...,he will care so much more about you .,2,,
493,302U8RURJZ1B2191V0BLPBDITYCVNP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,34BBWHLWHABYP8W8EW8QVOW1T7OWI5,ABBMKMTKDC065,Submitted,Wed Nov 27 09:34:56 PST 2019,Wed Nov 27 09:35:03 PST 2019,Sat Nov 30 09:35:03 PST 2019,,,,7,100% (90/90),100% (90/90),100% (90/90),he will love you so much more ...,he will care so much more about you .,3,,
494,302U8RURJZ1B2191V0BLPBDITYCVNP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3ZAZR5XV01IB60FDX9WBJPSOX4ACZB,A2A4Q3XU50SBE2,Submitted,Wed Nov 27 09:36:54 PST 2019,Wed Nov 27 09:37:20 PST 2019,Sat Nov 30 09:37:20 PST 2019,,,,26,100% (20/20),100% (20/20),100% (20/20),he will love you so much more ...,he will care so much more about you .,5 - Highly Similar,,
495,37MQ8Z1JQEWWH9FDES0L4MEE0KO2YF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3BEFOD78W6T8CP3FP50ZSPKRQNAM4Q,A3746TDKYH8SJ9,Submitted,Wed Nov 27 09:35:44 PST 2019,Wed Nov 27 09:35:53 PST 2019,Sat Nov 30 09:35:53 PST 2019,,,,9,100% (157/157),100% (157/157),100% (157/157),just be yourself,be normal dude,3,,
496,37MQ8Z1JQEWWH9FDES0L4MEE0KO2YF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3S3AMIZX3U583ZAH5R7ESX9L9M0CDC,A2A1E85FL1JAB9,Submitted,Wed Nov 27 09:36:40 PST 2019,Wed Nov 27 09:37:22 PST 2019,Sat Nov 30 09:37:22 PST 2019,,,,42,100% (132/132),100% (132/132),100% (132/132),just be yourself,be normal dude,5 - Highly Similar,,
497,37MQ8Z1JQEWWH9FDES0L4MEE0KO2YF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3UN61F00HWPH5OK78IFQJGKFW65R5P,A2PQV1A2D4CG52,Submitted,Wed Nov 27 09:37:21 PST 2019,Wed Nov 27 09:37:33 PST 2019,Sat Nov 30 09:37:33 PST 2019,,,,12,100% (232/232),100% (232/232),100% (232/232),just be yourself,be normal dude,3,,
498,3FHTJGYT8N0SNPVJMKPRTZF36YPGPH,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,35K3O9HUABDKYH8RSO8Z6LC96BSFEI,A3D6DQGF78M17W,Submitted,Wed Nov 27 09:35:21 PST 2019,Wed Nov 27 09:35:38 PST 2019,Sat Nov 30 09:35:38 PST 2019,,,,17,100% (19/19),100% (19/19),100% (19/19),should you really marry a guy who has been accuse d of two attempted murder s ?,why would you even want to marry someone on  trial for n um attempted murder s ?,5 - Highly Similar,,
499,3FHTJGYT8N0SNPVJMKPRTZF36YPGPH,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3Q5C1WP23M1TCJLQAO0BDP22S89515,A1PR75OOJOLBA2,Submitted,Wed Nov 27 09:33:33 PST 2019,Wed Nov 27 09:33:37 PST 2019,Sat Nov 30 09:33:37 PST 2019,,,,4,100% (367/367),100% (367/367),100% (367/367),should you really marry a guy who has been accuse d of two attempted murder s ?,why would you even want to marry someone on  trial for n um attempted murder s ?,3,,
500,3FHTJGYT8N0SNPVJMKPRTZF36YPGPH,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3YMU66OBIN82WRVOT9MN999YZ6JGHX,A3P7AZ2YH4ICQJ,Submitted,Wed Nov 27 09:34:11 PST 2019,Wed Nov 27 09:34:20 PST 2019,Sat Nov 30 09:34:20 PST 2019,,,,9,100% (118/118),100% (118/118),100% (118/118),should you really marry a guy who has been accuse d of two attempted murder s ?,why would you even want to marry someone on  trial for n um attempted murder s ?,4,,
501,3QMELQS6Y5BB29MSNZKUM32TD2AR6I,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3B2X28YI3WFQ8L3WH435B7TBAFBB6A,A1SK0GV4SSOH1A,Submitted,Wed Nov 27 09:34:08 PST 2019,Wed Nov 27 09:34:15 PST 2019,Sat Nov 30 09:34:15 PST 2019,,,,7,100% (206/206),100% (206/206),100% (206/206),"they were graves not holes , someone called his mother a so w","they were graves stupid and not holes , plus someone called his mother a mean word .",2,,
502,3QMELQS6Y5BB29MSNZKUM32TD2AR6I,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3KRVW3HTZNLREA5QF6WHQS0X43CSM2,A2G44A4ZPWRPXU,Submitted,Wed Nov 27 09:34:08 PST 2019,Wed Nov 27 10:06:49 PST 2019,Sat Nov 30 10:06:49 PST 2019,,,,1961,100% (71/71),100% (71/71),100% (71/71),"they were graves not holes , someone called his mother a so w","they were graves stupid and not holes , plus someone called his mother a mean word .",3,,
503,3QMELQS6Y5BB29MSNZKUM32TD2AR6I,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3NAPMVF0ZWFFO8H5HLFMGSQ3BKI27Y,A9ZM1P6LBW79,Submitted,Wed Nov 27 09:33:46 PST 2019,Wed Nov 27 09:34:00 PST 2019,Sat Nov 30 09:34:00 PST 2019,,,,14,100% (34/34),100% (34/34),100% (34/34),"they were graves not holes , someone called his mother a so w","they were graves stupid and not holes , plus someone called his mother a mean word .",4,,
504,32L724R85LK6JG1EC8PUEBSJLBHPII,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,33FOTY3KEMLEB4U5PYNJRV8CKPWC1L,A2WYGPR0ECWJFZ,Submitted,Wed Nov 27 09:35:10 PST 2019,Wed Nov 27 09:35:38 PST 2019,Sat Nov 30 09:35:38 PST 2019,,,,28,100% (158/158),100% (158/158),100% (158/158),"from the sound of it , it ' s a little bit older and i think it has the word summer in it","it sounds kind a old , and it ' s got something about summer in it .",2,,
505,32L724R85LK6JG1EC8PUEBSJLBHPII,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3VAR3R6G1P1XVTBTEO5P15P1N9JO8C,A2B6IFOZY2D4A4,Submitted,Wed Nov 27 09:33:00 PST 2019,Wed Nov 27 09:33:06 PST 2019,Sat Nov 30 09:33:06 PST 2019,,,,6,100% (403/403),100% (403/403),100% (403/403),"from the sound of it , it ' s a little bit older and i think it has the word summer in it","it sounds kind a old , and it ' s got something about summer in it .",2,,
506,32L724R85LK6JG1EC8PUEBSJLBHPII,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3X4MXAO0BGOBI7ZR4J2Z9GXSG38WRA,A1SK0GV4SSOH1A,Submitted,Wed Nov 27 09:36:18 PST 2019,Wed Nov 27 09:36:23 PST 2019,Sat Nov 30 09:36:23 PST 2019,,,,5,100% (206/206),100% (206/206),100% (206/206),"from the sound of it , it ' s a little bit older and i think it has the word summer in it","it sounds kind a old , and it ' s got something about summer in it .",1 - Not Similar At All,,
507,3DGDV62G7O928VNCN542RVL2WFKP27,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3LQ8PUHQFLSGSI1JJXMQULMEEJ9HIO,A3VKWFQA0KO1KB,Submitted,Wed Nov 27 09:30:58 PST 2019,Wed Nov 27 09:31:17 PST 2019,Sat Nov 30 09:31:17 PST 2019,,,,19,100% (12/12),100% (12/12),100% (12/12),i have seen the movie too !,i ' ve seen that film before too .,5 - Highly Similar,,
508,3DGDV62G7O928VNCN542RVL2WFKP27,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3RSDURM96AMQY8PMXE0NV6JPCMGEYC,A1E6XN5C8S0X7W,Submitted,Wed Nov 27 09:32:16 PST 2019,Wed Nov 27 09:35:05 PST 2019,Sat Nov 30 09:35:05 PST 2019,,,,169,100% (176/176),100% (176/176),100% (176/176),i have seen the movie too !,i ' ve seen that film before too .,2,,
509,3DGDV62G7O928VNCN542RVL2WFKP27,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3ZY8KE4ISJ3YRHKM1U83IO49D85QVU,A3SXLBX06D9FP9,Submitted,Wed Nov 27 09:37:12 PST 2019,Wed Nov 27 09:37:59 PST 2019,Sat Nov 30 09:37:59 PST 2019,,,,47,100% (56/56),100% (56/56),100% (56/56),i have seen the movie too !,i ' ve seen that film before too .,4,,
510,3NBFJK3IOHIA2PJI7KCC4ZADWTTGO0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3EFE17QCRC55MW4FO9G4YNS1NHBSHR,A2SXXNUR56A96,Submitted,Wed Nov 27 09:31:17 PST 2019,Wed Nov 27 09:31:26 PST 2019,Sat Nov 30 09:31:26 PST 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),you should not be bang ing your cousin .,you should not f uck your cousin .,5 - Highly Similar,,
511,3NBFJK3IOHIA2PJI7KCC4ZADWTTGO0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3EQHHY4HQSSQGYBTS7LEKC68UXSG5G,A96HQDKRSAZZT,Submitted,Wed Nov 27 09:34:04 PST 2019,Wed Nov 27 09:34:26 PST 2019,Sat Nov 30 09:34:26 PST 2019,,,,22,100% (3/3),100% (3/3),100% (3/3),you should not be bang ing your cousin .,you should not f uck your cousin .,3,,
512,3NBFJK3IOHIA2PJI7KCC4ZADWTTGO0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3PJUZCGDJ6GUO67NCZM74FUCSAX98J,A1SK0GV4SSOH1A,Submitted,Wed Nov 27 09:31:57 PST 2019,Wed Nov 27 09:32:02 PST 2019,Sat Nov 30 09:32:02 PST 2019,,,,5,100% (206/206),100% (206/206),100% (206/206),you should not be bang ing your cousin .,you should not f uck your cousin .,2,,
513,3RHLQY6EDT43MCZ9MAWVKG1B2AED4E,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3LS2AMNW5FQ31XBP0IMPNWA1HF9OQR,AKPREVCOLFOBY,Submitted,Wed Nov 27 09:39:09 PST 2019,Wed Nov 27 09:39:19 PST 2019,Sat Nov 30 09:39:19 PST 2019,,,,10,0% (0/0),0% (0/0),0% (0/0),"but if they cannot exercise self - control , let them marry .",they should get married if they can ' t control themselves .,5 - Highly Similar,,
514,3RHLQY6EDT43MCZ9MAWVKG1B2AED4E,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3VSOLARPKB98N91H0IRBDYM1CO893U,A168NGIUW93RV5,Submitted,Wed Nov 27 09:36:17 PST 2019,Wed Nov 27 09:36:28 PST 2019,Sat Nov 30 09:36:28 PST 2019,,,,11,100% (129/129),100% (129/129),100% (129/129),"but if they cannot exercise self - control , let them marry .",they should get married if they can ' t control themselves .,3,,
515,3RHLQY6EDT43MCZ9MAWVKG1B2AED4E,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3ZQIG0FLQEG3BEG8D379ADMV19MVW3,A3BCGN11HDM8QR,Submitted,Wed Nov 27 09:37:31 PST 2019,Wed Nov 27 09:37:36 PST 2019,Sat Nov 30 09:37:36 PST 2019,,,,5,100% (378/378),100% (378/378),100% (378/378),"but if they cannot exercise self - control , let them marry .",they should get married if they can ' t control themselves .,2,,
516,301KG0KX9CLAVEPO4SWXIMJBAOAH2U,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,35K3O9HUABDKYH8RSO8Z6LC96BSEFH,A28U1GCCY9R6O4,Submitted,Wed Nov 27 09:34:56 PST 2019,Wed Nov 27 09:35:04 PST 2019,Sat Nov 30 09:35:04 PST 2019,,,,8,100% (78/78),100% (78/78),100% (78/78),is it just too weird and geeky !,it think it is way to bon ker s,4,,
517,301KG0KX9CLAVEPO4SWXIMJBAOAH2U,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3DBQWDE4Y6YWQQSFFBY9AWF5V9FN5W,A3SKN75IT4D0IV,Submitted,Wed Nov 27 09:35:30 PST 2019,Wed Nov 27 09:35:37 PST 2019,Sat Nov 30 09:35:37 PST 2019,,,,7,100% (31/31),100% (31/31),100% (31/31),is it just too weird and geeky !,it think it is way to bon ker s,4,,
518,301KG0KX9CLAVEPO4SWXIMJBAOAH2U,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3QY7M81QH7MA5OLV6RLQGOCXSK4K72,A13XLIF77WB05P,Submitted,Wed Nov 27 09:33:44 PST 2019,Wed Nov 27 09:35:53 PST 2019,Sat Nov 30 09:35:53 PST 2019,,,,129,100% (3/3),100% (3/3),100% (3/3),is it just too weird and geeky !,it think it is way to bon ker s,3,,
519,3KTZHH2ONIF797SOB6LBKI4ADA1M8B,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,36ZN444YTRYQKZN6NAHGEUJFQ5NIOD,A2A1E85FL1JAB9,Submitted,Wed Nov 27 09:31:16 PST 2019,Wed Nov 27 09:31:29 PST 2019,Sat Nov 30 09:31:29 PST 2019,,,,13,100% (132/132),100% (132/132),100% (132/132),"rie - rie definitely deserve s the points on this one , good work !",rie - rie should have the cred it i think .,3,,
520,3KTZHH2ONIF797SOB6LBKI4ADA1M8B,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3R08VXYT7CV10OFCV54T4Z6SFRB7WJ,A2B6IFOZY2D4A4,Submitted,Wed Nov 27 09:31:17 PST 2019,Wed Nov 27 09:31:26 PST 2019,Sat Nov 30 09:31:26 PST 2019,,,,9,100% (403/403),100% (403/403),100% (403/403),"rie - rie definitely deserve s the points on this one , good work !",rie - rie should have the cred it i think .,4,,
521,3KTZHH2ONIF797SOB6LBKI4ADA1M8B,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3X4MXAO0BGOBI7ZR4J2Z9GXSG35RW2,A2GZNOA5CIVKUB,Submitted,Wed Nov 27 09:31:02 PST 2019,Wed Nov 27 09:31:05 PST 2019,Sat Nov 30 09:31:05 PST 2019,,,,3,100% (3/3),100% (3/3),100% (3/3),"rie - rie definitely deserve s the points on this one , good work !",rie - rie should have the cred it i think .,3,,
522,37SQU136V7OS2IMEJZTYLGTZ1T111Z,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,35USIKEBNRGS9USTKU8E22T5R4ON6A,A1E6XN5C8S0X7W,Submitted,Wed Nov 27 09:32:35 PST 2019,Wed Nov 27 09:35:23 PST 2019,Sat Nov 30 09:35:23 PST 2019,,,,168,100% (176/176),100% (176/176),100% (176/176),"like mock in bird , i love that song ! !",mock ing bird is such a great song,5 - Highly Similar,,
523,37SQU136V7OS2IMEJZTYLGTZ1T111Z,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3QILPRALQ5VFD8BHD95CMGPWXZF8NI,A1U9XC376J6ZQ2,Submitted,Wed Nov 27 09:33:15 PST 2019,Wed Nov 27 09:33:23 PST 2019,Sat Nov 30 09:33:23 PST 2019,,,,8,100% (7/7),100% (7/7),100% (7/7),"like mock in bird , i love that song ! !",mock ing bird is such a great song,3,,
524,37SQU136V7OS2IMEJZTYLGTZ1T111Z,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3WYGZ5XF3WFWOM5NUUJ1BF8TFYGKSO,A21IZYCFI4AUYU,Submitted,Wed Nov 27 09:32:37 PST 2019,Wed Nov 27 09:32:45 PST 2019,Sat Nov 30 09:32:45 PST 2019,,,,8,100% (98/98),100% (98/98),100% (98/98),"like mock in bird , i love that song ! !",mock ing bird is such a great song,4,,
525,36GJS3V78VQW1ESLR7K7W3TRXZJJGK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3OLF68YTN91H84RFCJ6DA2MILWSAFG,AB3EPLA83G1IZ,Submitted,Wed Nov 27 09:32:41 PST 2019,Wed Nov 27 09:32:49 PST 2019,Sat Nov 30 09:32:49 PST 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),you go to a bar and get drunk !,you go and get was ted at the bar .,5 - Highly Similar,,
526,36GJS3V78VQW1ESLR7K7W3TRXZJJGK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3VZLGYJEYLAZ9YQ8O5SYX2DYYMWXZW,A1540UBS9SMV3Q,Submitted,Wed Nov 27 09:34:20 PST 2019,Wed Nov 27 09:34:31 PST 2019,Sat Nov 30 09:34:31 PST 2019,,,,11,100% (83/83),100% (83/83),100% (83/83),you go to a bar and get drunk !,you go and get was ted at the bar .,3,,
527,36GJS3V78VQW1ESLR7K7W3TRXZJJGK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3YW4XOSQKQLAXYB5BP8JL1UIRP2U1C,A3V8FN8YW3YHAV,Submitted,Wed Nov 27 09:34:27 PST 2019,Wed Nov 27 09:34:31 PST 2019,Sat Nov 30 09:34:31 PST 2019,,,,4,100% (61/61),100% (61/61),100% (61/61),you go to a bar and get drunk !,you go and get was ted at the bar .,1 - Not Similar At All,,
528,3TCFMTM8HEOZR34A23TCQZ34TZF12G,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3EG49X351UCXLO6XM0VN04K3TIYX64,A2B6IFOZY2D4A4,Submitted,Wed Nov 27 09:33:11 PST 2019,Wed Nov 27 09:33:17 PST 2019,Sat Nov 30 09:33:17 PST 2019,,,,6,100% (403/403),100% (403/403),100% (403/403),n um times a week we get it,we only fu cked n um times a week .,1 - Not Similar At All,,
529,3TCFMTM8HEOZR34A23TCQZ34TZF12G,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3IFS6Q0HJIJ5IRFZURYPYZTGNURISB,A2BA1R9MAHHWJH,Submitted,Wed Nov 27 09:32:27 PST 2019,Wed Nov 27 09:34:34 PST 2019,Sat Nov 30 09:34:34 PST 2019,,,,127,100% (161/161),100% (161/161),100% (161/161),n um times a week we get it,we only fu cked n um times a week .,4,,
530,3TCFMTM8HEOZR34A23TCQZ34TZF12G,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3PXX5PX6LXYRVNFZ7HKHRCVX6Y1ABZ,A3I54HNSQ6VJGR,Submitted,Wed Nov 27 09:33:51 PST 2019,Wed Nov 27 09:34:23 PST 2019,Sat Nov 30 09:34:23 PST 2019,,,,32,0% (0/0),0% (0/0),0% (0/0),n um times a week we get it,we only fu cked n um times a week .,2,,
531,3MNJFORX8B4IGFH5RLAVD8AAEJPF5W,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3K772S5NP8B4CDZXNEWZ96OMMQ6EHG,A1U9XC376J6ZQ2,Submitted,Wed Nov 27 09:36:26 PST 2019,Wed Nov 27 09:36:53 PST 2019,Sat Nov 30 09:36:53 PST 2019,,,,27,100% (7/7),100% (7/7),100% (7/7),instead of tell ing him - show him what you like . . .,"don ' t tell him , show him what you really like .",3,,
532,3MNJFORX8B4IGFH5RLAVD8AAEJPF5W,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3L4PIM1GQTGF7CURJKKNUDI8RB9RY5,A2A1E85FL1JAB9,Submitted,Wed Nov 27 09:37:39 PST 2019,Wed Nov 27 09:37:48 PST 2019,Sat Nov 30 09:37:48 PST 2019,,,,9,100% (132/132),100% (132/132),100% (132/132),instead of tell ing him - show him what you like . . .,"don ' t tell him , show him what you really like .",2,,
533,3MNJFORX8B4IGFH5RLAVD8AAEJPF5W,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3OLF68YTN91H84RFCJ6DA2MILWYFAR,AWJ0LF6A0LXJN,Submitted,Wed Nov 27 09:40:59 PST 2019,Wed Nov 27 09:41:07 PST 2019,Sat Nov 30 09:41:07 PST 2019,,,,8,100% (221/221),100% (221/221),100% (221/221),instead of tell ing him - show him what you like . . .,"don ' t tell him , show him what you really like .",4,,
534,3Y3CZJSZ9KTFJ5MEIGAPUXOTH7ZR52,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851037;OriginalHitTemplateId:928390905;,14400,3F0BG9B9MPN5PTACA6MHPWR8QZCY7A,A1E5SYFT1FA3J7,Submitted,Wed Nov 27 09:32:57 PST 2019,Wed Nov 27 09:33:21 PST 2019,Sat Nov 30 09:33:21 PST 2019,,,,24,100% (58/58),100% (58/58),100% (58/58),"i don ' t , but maybe someone does .","i don t got a clue , but someone else might know",3,,
